HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,GrainSampleArea,GrainMassWet,GrainMassWetInGrainSample,GrainMassOvenDryInGrainSample,GrainMassAirDry,GrainMassOvenDry,GrainMoisture,GrainProtein,GrainStarch,GrainWGlutDM,GrainOilDM,GrainTestWeight,GrainCarbon,GrainNitrogen,GrainSulfur,BiomassSampleArea,BiomassWet,BiomassAirDry,GrainMassWetInBiomassSample,GrainMassOvenDryInBiomassSample,ResidueMassWetSubsample,ResidueMassOvenDrySubsample,ResidueCarbon,ResidueNitrogen,ResidueSulfur,Comments
1999,70,-117.087395,46.779587,,SW,0,,0,0,,,,,,,,,42.72,2.183,0.1572,2.032,1377.9,,546.3,528.56,78.3,74.3,44.59,0.24,0.06,
1999,71,-117.086977,46.779564,,SW,0,,0,0,,,,,,,,,42.65,2.551,0.1846,2.032,911.9,,399.7,386.62,79.1,77.8,43.8,0.45,0.08,
1999,72,-117.086559,46.779649,,SW,0,,0,0,,,,,,,,,42.79,2.398,0.1863,2.032,1224.2,,529.9,511.96,87.7,82.9,42.89,0.35,0.09,
1999,73,-117.08617246,46.77963697,,SW,0,,0,0,,,,,,,,,42.16,2.526,0.176,2.032,1302.8,,606.7,586.53,84,78.9,43.34,0.37,0.09,
1999,74,-117.08569155,46.77950963,,SW,0,,0,0,,,,,,,,,42.33,2.477,0.1814,2.032,1748.1,,773.8,749.43,96.4,91.8,43.01,0.34,0.09,
1999,75,-117.085305,46.779642,,SW,0,,0,0,,,,,,,,,42.16,2.241,0.1669,2.032,1551,,622.8,600.58,119.7,109.5,43.29,0.35,0.06,
1999,76,-117.084887,46.77949,,SW,0,,0,0,,,,,,,,,42.18,2.272,0.1731,2.032,1490.1,,671.4,646.62,106.6,98.9,43.4,0.35,0.06,
1999,77,-117.084469,46.779579,,SW,0,,0,0,,,,,,,,,42.01,2.238,0.1685,2.032,1237.1,,504,485.58,114.5,109.5,43.89,0.33,0.07,
1999,78,-117.084051,46.779532,,SW,0,,0,0,,,,,,,,,42.13,2.177,0.1706,2.032,1723.6,,676,652.22,121.9,115.5,44.68,0.25,0.05,
1999,79,-117.083633,46.779595,,SW,0,,0,0,,,,,,,,,42.19,2.235,0.1747,2.032,1184.6,,469.9,451.54,120.4,114.4,44.58,0.32,0.06,
1999,80,-117.083215,46.779516,,SW,0,,0,0,,,,,,,,,41.88,2.2,0.1652,2.032,1553,,643,620.62,123.7,113.9,43.7,0.32,0.07,
1999,81,-117.082797,46.779585,,SW,0,,0,0,,,,,,,,,42.68,2.264,0.1652,2.032,1502.7,,632.8,609.21,101.7,96.1,43.88,0.37,0.06,
1999,82,-117.082379,46.779622,,SW,0,,0,0,,,,,,,,,42.09,2.246,0.1708,2.032,1072.6,,430.1,414.26,81.7,74.5,43.56,0.3,0.06,
1999,83,-117.081961,46.779424,,SW,0,,0,0,,,,,,,,,42.38,2.369,0.1806,2.032,1075.7,,442,426.23,80.8,77.1,43.25,0.37,0.07,
1999,84,-117.081543,46.779563,,SW,0,,0,0,,,,,,,,,41.72,2.419,0.1815,2.032,1116.7,,440.7,424.78,86.7,82.2,43.87,0.42,0.07,
1999,85,-117.081125,46.779565,,SW,0,,0,0,,,,,,,,,41.88,2.579,0.1946,2.032,1376.5,,539.9,521.78,66.2,63.4,43.58,0.47,0.08,
1999,86,-117.080707,46.779421,,SW,0,,0,0,,,,,,,,,42.44,2.266,0.171,2.032,1469.2,,544.9,526.78,101.7,97.1,43.61,0.35,0.07,
1999,87,-117.080289,46.779684,,SW,0,,0,0,,,,,,,,,42.22,2.392,0.176,2.032,1165,,491,474.03,76.8,75.7,43.69,0.34,0.06,
1999,88,-117.079871,46.779655,,SW,0,,0,0,,,,,,,,,42.03,2.382,0.1785,2.032,1189.3,,469.1,452.87,84.1,82.7,43.89,0.32,0.06,
1999,89,-117.07944702,46.77960671,,SW,0,,0,0,,,,,,,,,41.62,2.432,0.1876,2.032,1252.7,,472.8,456.35,97.3,93.4,43.89,0.31,0.07,
1999,90,-117.079035,46.77954,,SW,0,,0,0,,,,,,,,,42.44,2.514,0.2058,2.032,1301.8,,504,486.32,94,89,43.47,0.39,0.08,
1999,91,-117.078617,46.779552,,SW,0,,0,0,,,,,,,,,41.78,2.729,0.2003,2.032,1634.8,,669.6,645.97,68,65.8,43.18,0.44,0.1,
1999,92,-117.078199,46.779557,,SW,0,,0,0,,,,,,,,,42.09,2.477,0.1903,2.032,1705.9,,753.6,729.15,94.8,89,42.42,0.4,0.13,
1999,93,-117.077781,46.779494,,SW,0,,0,0,,,,,,,,,41.73,2.424,0.1854,2.032,1494.5,,610.5,590.57,85.6,83.9,43.25,0.3,0.06,
1999,94,-117.077363,46.779658,,SW,0,,0,0,,,,,,,,,41.87,2.362,0.1861,2.032,1181,,408.2,394.34,83,80.1,43.83,0.45,0.08,
1999,95,-117.08807304,46.77971682,,SW,0,,0,0,,,,,,,,,43.12,3.065,0.2334,2.032,1455.2,,608.5,589.31,58.3,57.2,42.81,0.51,0.12,
1999,96,-117.087663,46.7797,,SW,0,,0,0,,,,,,,,,42.4,2.196,0.1763,2.032,1644,,708.9,684.87,98.9,94.9,44.44,0.32,0.07,
1999,97,-117.087245,46.779873,,SW,0,,0,0,,,,,,,,,42.09,2.436,0.1908,2.032,1306.7,,560.1,541.83,81.8,79.9,44.02,0.35,0.09,
1999,98,-117.086827,46.77985,,SW,0,,0,0,,,,,,,,,42.64,2.394,0.1806,2.032,1357,,573.8,553.2,98.6,96.3,43.7,0.3,0.07,
1999,99,-117.086409,46.779935,,SW,0,,0,0,,,,,,,,,42.45,2.63,0.1886,2.032,1224.4,,541.8,522.08,88.5,85.4,43.14,0.37,0.07,
1999,100,-117.085991,46.779905,,SW,0,,0,0,,,,,,,,,43.01,2.673,0.2009,2.032,1421.8,,586,565.53,90.9,89.5,43.36,0.47,0.08,
1999,101,-117.085573,46.77981,,SW,0,,0,0,,,,,,,,,42.57,2.514,0.1843,2.032,1222.8,,505.8,487.74,104.9,99.25,43.92,0.31,0.07,
1999,102,-117.085155,46.779928,,SW,0,,0,0,,,,,,,,,42.11,2.384,0.1837,2.032,1064.7,,398.4,385.13,98.7,96.6,43.85,0.32,0.07,
1999,103,-117.084737,46.779776,,SW,0,,0,0,,,,,,,,,42.19,2.363,0.1816,2.032,1277.7,,506.7,489.1,119.2,113.8,43.75,0.33,0.06,
1999,104,-117.08434522,46.77988297,,SW,0,,0,0,,,,,,,,,42.69,3.006,0.2197,2.032,1692,,657,634.89,97.3,91.3,43.27,0.47,0.11,
1999,105,-117.083901,46.779818,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,106,-117.083483,46.779881,,SW,0,,0,0,,,,,,,,,42.26,3.143,0.2326,2.032,1413.4,,574.9,553.67,87.7,84,42.37,0.52,0.1,
1999,107,-117.083065,46.779802,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,108,-117.082647,46.779871,,SW,0,,0,0,,,,,,,,,42.98,2.438,0.1916,2.032,1599.2,,599.4,579.4,99,96.4,43.33,0.33,0.06,
1999,109,-117.08219348,46.77987977,,SW,0,,0,0,,,,,,,,,42.72,2.304,0.1726,2.032,1787.8,,721,694.27,124.3,112.46,43.83,0.44,0.06,
1999,110,-117.08175331,46.77967045,,SW,0,,0,0,,,,,,,,,42.16,2.582,0.1965,2.032,1144.5,,414.6,400.34,103.4,100.7,43.33,0.48,0.06,
1999,111,-117.081393,46.779849,,SW,0,,0,0,,,,,,,,,42.31,2.727,0.21560000000000001,2.032,1080.6,,408.2,393.02,86.2,84.6,43.53,0.47,0.07,
1999,112,-117.080975,46.779851,,SW,0,,0,0,,,,,,,,,42.23,2.401,0.1878,2.032,1303,,546.2,528.18,82.2,79.9,42.77,0.35,0.07,
1999,113,-117.08053909,46.77969063,,SW,0,,0,0,,,,,,,,,42.09,2.349,0.1805,2.032,1151.1,,487.7,470.42,70.2,68.2,43.1,0.41,0.06,
1999,114,-117.080139,46.77997,,SW,0,,0,0,,,,,,,,,42.69,2.586,0.2037,2.032,885,,352.9,340.13,72,69.2,43.39,0.37,0.07,
1999,115,-117.07970309,46.77992463,,SW,0,,0,0,,,,,,,,,41.31,2.685,0.2008,2.032,1462.2,,531.8,511.78,57.1,56.1,43.63,0.52,0.08,
1999,116,-117.079303,46.779905,,SW,0,,0,0,,,,,,,,,42.43,2.584,0.2006,2.032,1293.3,,480.6,463.2,100.1,97.3,44.12,0.36,0.06,
1999,117,-117.078885,46.779826,,SW,0,,0,0,,,,,,,,,41.96,2.331,0.178,2.032,1418,,589.4,569.34,97.1,95.9,43.45,0.32,0.06,
1999,118,-117.078467,46.779838,,SW,0,,0,0,,,,,,,,,43.15,2.686,0.2018,2.032,1209.3,,449.4,432.63,98.1,97.1,43.58,0.47,0.06,
1999,119,-117.07801916,46.77982663,,SW,0,,0,0,,,,,,,,,43.24,2.257,0.2214,2.032,1489.3,,571.8,550.67,79,75.5,43.57,0.3,0.05,
1999,120,-117.077631,46.77978,,SW,0,,0,0,,,,,,,,,44.79,2.476,0.2436,2.032,1537.1,,551.1,532.94,65.1,61.4,41.65,0.48,0.07,
1999,121,-117.077213,46.779944,,SW,0,,0,0,,,,,,,,,44.13,2.791,0.2927,2.032,749.8,,268.4,257.91,55.3,53,42.92,0.48,0.07,
1999,122,-117.087699,46.779986,,SW,0,,0,0,,,,,,,,,43.64,2.534,0.2332,2.032,1805.4,,761.3,736.65,96.6,95.7,43.75,0.7,0.11,
1999,123,-117.087281,46.780159,,SW,0,,0,0,,,,,,,,,43.02,2.444,0.2185,2.032,1687.3,,727.4,701.43,52.6,50.1,42.26,0.51,0.07,
1999,124,-117.086863,46.780136,,SW,0,,0,0,,,,,,,,,43.29,2.699,0.2595,2.032,1370.8,,529.4,522.13,36.1,35.8,45.85,0.49,0.07,
1999,125,-117.086445,46.780221,,SW,0,,0,0,,,,,,,,,42.13,2.231,0.2117,2.032,1314.7,,565.4,543.84,52.2,48.5,43.54,0.67,0.1,
1999,126,-117.08601127,46.78018382,,SW,0,,0,0,,,,,,,,,42.49,2.377,0.2344,2.032,1006.4,,435.1,419.26,45.1,44.1,44.6,0.46,0.08,
1999,127,-117.08559328,46.78008882,,SW,0,,0,0,,,,,,,,,43.57,2.327,0.2169,2.032,1285.5,,442.4,414.02,61.7,59.2,41.95,0.49,0.07,
1999,128,-117.085191,46.780214,,SW,0,,0,0,,,,,,,,,44.19,2.558,0.2267,2.032,1450.3,,570.3,549.99,58.2,57.5,41.33,0.43,0.06,
1999,129,-117.084773,46.780062,,SW,0,,0,0,,,,,,,,,43.42,2.061,0.1929,2.032,1263.5,,496.3,477.59,76.3,73.4,42.79,0.33,0.06,
1999,130,-117.084355,46.780151,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,131,-117.083937,46.780104,,SW,0,,0,0,,,,,,,,,43.25,2.333,0.245,2.032,741.5,,266,256.06,41.9,40.9,44.25,0.37,0.07,
1999,132,-117.083519,46.780167,,SW,0,,0,0,,,,,,,,,43.22,2.037,0.1935,2.032,1391.2,,529,512.11,59.2,58.4,42.44,0.28,0.06,
1999,133,-117.083101,46.780088,,SW,0,,0,0,,,,,,,,,43.26,2.02,0.1871,2.032,1510.8,,604,583.53,81.5,79.6,43.74,0.29,0.06,
1999,134,-117.082683,46.780157,,SW,0,,0,0,,,,,,,,,43.75,2.409,0.2301,2.032,1324.4,,503.7,486.55,85.2,83.4,43.13,0.41,0.07,
1999,135,-117.082265,46.780194,,SW,0,,0,0,,,,,,,,,42.84,2.216,0.2117,2.032,1417.9,,544,524.64,81.6,81.1,43.45,0.41,0.06,
1999,136,-117.081847,46.779996,,SW,0,,0,0,,,,,,,,,42.41,2.199,0.2145,2.032,1806.8,,629.9,609.27,99.5,98.6,43.03,0.38,0.07,
1999,137,-117.08145287,46.78014727,,SW,0,,0,0,,,,,,,,,41.48,2.196,0.2058,2.032,1620.5,,597,575.87,74,70.2,43.77,0.43,0.06,
1999,138,-117.081011,46.780137,,SW,0,,0,0,,,,,,,,,40.89,1.866,0.1803,2.032,921.2,,355.5,341.33,75.9,72.9,43.7,0.32,0.05,
1999,139,-117.080593,46.779993,,SW,0,,0,0,,,,,,,,,40.51,2.195,0.2202,2.032,991.3,,401.7,386.86,66.8,64.6,43.37,0.33,0.07,
1999,140,-117.080175,46.780256,,SW,0,,0,0,,,,,,,,,41.35,2.253,0.2242,2.032,983.1,,381.6,366.02,95.7,91.1,43.95,0.39,0.08,
1999,141,-117.079757,46.780226999999996,,SW,0,,0,0,,,,,,,,,41.24,2.221,0.234,2.032,1313.9,,393.3,377.38,91.8,86.4,43.59,0.34,0.08,
1999,142,-117.079339,46.780191,,SW,0,,0,0,,,,,,,,,40.45,2.44,0.2268,2.032,1196.4,,447.7,430.7,84.8,76.2,43.2,0.42,0.08,
1999,143,-117.0789031,46.78010382,,SW,0,,0,0,,,,,,,,,40.12,2.429,0.231,2.032,1342.1,,441.5,425.8,91.8,86.9,43.31,0.45,0.08,
1999,144,-117.078503,46.780124,,SW,0,,0,0,,,,,,,,,41.49,2.328,0.2299,2.032,1203.5,,416.2,399.54,115.8,111.1,44.3,0.38,0.07,
1999,145,-117.078085,46.780129,,SW,0,,0,0,,,,,,,,,41.41,2.464,0.2368,2.032,1126.2,,393.9,376.78,133,128.5,43.73,0.43,0.08,
1999,146,-117.077667,46.780066,,SW,0,,0,0,,,,,,,,,40.81,2.39,0.2317,2.032,1102.7,,410.7,396.47,89.7,87.9,43.02,0.54,0.1,
1999,147,-117.077249,46.78023,,SW,0,,0,0,,,,,,,,,40.41,2.69,0.2681,2.032,908.1,,346.4,332.64,113.8,108.6,42.65,0.64,0.16,
1999,148,-117.076831,46.780004,,SW,0,,0,0,,,,,,,,,39.82,2.055,0.1967,2.032,1314.7,,546.1,524,89.2,85.8,43.06,0.3,0.09,
1999,149,-117.087103,46.780422,,SW,2.032,,,921.44,,,,,,,,,41.85,2.625,0.2347,0,,,,0,,,,,,
1999,150,-117.086685,46.780507,,SW,2.032,,,691.78,,,,,,,,,40.53,1.877,0.1848,0,,,,0,,,,,,
1999,151,-117.08622506,46.78045544,,SW,2.032,,,518.39,,,,,,,,,39.12,1.996,0.1853,0,,,,0,,,,,,
1999,152,-117.08583327,46.78037122,,SW,2.032,,,465.29,,,,,,,,,40.74,2.458,0.2145,0,,,,0,,,,,,
1999,153,-117.085431,46.7805,,SW,2.032,,,266.15,,,,,,,,,40.68,2.347,0.2039,0,,,,0,,,,,,
1999,154,-117.085013,46.780348,,SW,2.032,,,360.96,,,,,,,,,40.11,2.405,0.2246,0,,,,0,,,,,,
1999,155,-117.084595,46.780437,,SW,2.032,,,454.84,,,,,,,,,39.72,2.021,0.196,0,,,,0,,,,,,
1999,156,-117.084177,46.78039,,SW,2.032,,,582.73,,,,,,,,,40.87,2.096,0.2007,0,,,,0,,,,,,
1999,157,-117.083759,46.780453,,SW,2.032,,,395.7,,,,,,,,,40.59,2.06,0.199,0,,,,0,,,,,,
1999,158,-117.083341,46.780374,,SW,2.032,,,357.13,,,,,,,,,40.91,2.307,0.2247,0,,,,0,,,,,,
1999,159,-117.082923,46.780443,,SW,2.032,,,414.92,,,,,,,,,41.03,2.152,0.2099,0,,,,0,,,,,,
1999,160,-117.082505,46.78048,,SW,2.032,,,396.53,,,,,,,,,41.73,2.688,0.2272,0,,,,0,,,,,,
1999,161,-117.082087,46.780282,,SW,2.032,,,278.83,,,,,,,,,40.7,2.248,0.1751,0,,,,0,,,,,,
1999,162,-117.08164513,46.78040873,,SW,2.032,,,232.76,,,,,,,,,40.71,2.244,0.179,0,,,,0,,,,,,
1999,163,-117.081251,46.780423,,SW,2.032,,,241.72,,,,,,,,,40.7,2.325,0.1825,0,,,,0,,,,,,
