HarvestYear,FieldId,ID2,SampleId,Crop,Crop_qcApplied,Crop_qcResult,Crop_qcPhrase,CropExists,CropExists_qcApplied,CropExists_qcResult,CropExists_qcPhrase,HarvestDate,HarvestDate_qcApplied,HarvestDate_qcResult,HarvestDate_qcPhrase,BiomassDry,BiomassDry_qcApplied,BiomassDry_qcResult,BiomassDry_qcPhrase,GrainMassDry,GrainMassDry_qcApplied,GrainMassDry_qcResult,GrainMassDry_qcPhrase,GrainTestWeight,GrainTestWeight_qcApplied,GrainTestWeight_qcResult,GrainTestWeight_qcPhrase,GrainMoisture,GrainMoisture_qcApplied,GrainMoisture_qcResult,GrainMoisture_qcPhrase,GrainProtein,GrainProtein_qcApplied,GrainProtein_qcResult,GrainProtein_qcPhrase,GrainStarch,GrainStarch_qcApplied,GrainStarch_qcResult,GrainStarch_qcPhrase,GrainGluten,GrainGluten_qcApplied,GrainGluten_qcResult,GrainGluten_qcPhrase,GrainOil,GrainOil_qcApplied,GrainOil_qcResult,GrainOil_qcPhrase,GrainCarbon,GrainCarbon_qcApplied,GrainCarbon_qcResult,GrainCarbon_qcPhrase,Grain13C,Grain13C_qcApplied,Grain13C_qcResult,Grain13C_qcPhrase,GrainNitrogen,GrainNitrogen_qcApplied,GrainNitrogen_qcResult,GrainNitrogen_qcPhrase,ResidueCarbon,ResidueCarbon_qcApplied,ResidueCarbon_qcResult,ResidueCarbon_qcPhrase,Residue13C,Residue13C_qcApplied,Residue13C_qcResult,Residue13C_qcPhrase,ResidueNitrogen,ResidueNitrogen_qcApplied,ResidueNitrogen_qcResult,ResidueNitrogen_qcPhrase,GrainMass0,GrainMass0_qcApplied,GrainMass0_qcResult,GrainMass0_qcPhrase,GrainMass125,GrainMass125_qcApplied,GrainMass125_qcResult,GrainMass125_qcPhrase,GrainYieldDryPerArea,GrainYieldDryPerArea_qcApplied,GrainYieldDryPerArea_qcResult,GrainYieldDryPerArea_qcPhrase,GrainYield0PerArea,GrainYield0PerArea_qcApplied,GrainYield0PerArea_qcResult,GrainYield0PerArea_qcPhrase,GrainYield125PerArea,GrainYield125PerArea_qcApplied,GrainYield125PerArea_qcResult,GrainYield125PerArea_qcPhrase,BiomassDryPerArea,BiomassDryPerArea_qcApplied,BiomassDryPerArea_qcResult,BiomassDryPerArea_qcPhrase,HarvestIndex,HarvestIndex_qcApplied,HarvestIndex_qcResult,HarvestIndex_qcPhrase,Comments,QualityControlFlag
2017,CE,4,CE4_Bio_SW_2017_8-A,SW,1,0,,1,1,0,,,1,0,,1629.7,1,0,,777.3,1,0,,57.4,1,0,,1.2,1,0,,12.5,1001,0,,68.8,1,0,,19.4,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,767.9724,1,0,,863.96895,1,0,,318.77460629921256,1011,0,,314.94931102362204,1,0,,354.3179749015748,1,0,,668.3480971128608,11,0,,0.4769589494999079,1,0,,,0
2017,CE,4,CE4_Bio_SW_2017_8-A,SW,1,0,,1,1,0,,,1,0,,1629.7,1,0,,777.3,1,0,,57.4,1,0,,1.2,1,0,,12.5,1001,0,,68.8,1,0,,19.4,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,767.9724,1,0,,863.96895,1,0,,318.77460629921256,1011,0,,314.94931102362204,1,0,,354.3179749015748,1,0,,668.3480971128608,11,0,,0.4769589494999079,1,0,,,0
2017,CE,5,CE5_Bio_SW_2017_9-A,SW,1,0,,1,1,0,,,1,0,,1545.7,1,0,,740.3,1,0,,58.7,1,0,,2.8,1,0,,12.4,1001,0,,68.9,1,0,,20.2,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.16830808080808,1011,0,,,1,0,,0.4098877665544332,1011,0,,719.5716,1,0,,809.51805,1,0,,303.60072178477685,1011,0,,295.09990157480314,1,0,,331.9873892716535,1,0,,633.899278215223,11,0,,0.478941579866727,1,0,,,0
2017,CE,5,CE5_Bio_SW_2017_9-A,SW,1,0,,1,1,0,,,1,0,,1545.7,1,0,,740.3,1,0,,58.7,1,0,,2.8,1,0,,12.4,1001,0,,68.9,1,0,,20.2,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.16830808080808,1011,0,,,1,0,,0.4098877665544332,1011,0,,719.5716,1,0,,809.51805,1,0,,303.60072178477685,1011,0,,295.09990157480314,1,0,,331.9873892716535,1,0,,633.899278215223,11,0,,0.478941579866727,1,0,,,0
2017,CE,5,CE5_Bio_SW_2017_9-A,SW,1,0,,1,1,0,,,1,0,,1545.7,1,0,,740.3,1,0,,58.7,1,0,,2.8,1,0,,12.4,1001,0,,68.9,1,0,,20.2,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.16830808080808,1011,0,,,1,0,,0.4098877665544332,1011,0,,719.5716,1,0,,809.51805,1,0,,303.60072178477685,1011,0,,295.09990157480314,1,0,,331.9873892716535,1,0,,633.899278215223,11,0,,0.478941579866727,1,0,,,0
2017,CE,6,CE6_Bio_SW_2017_10-A,SW,1,0,,1,1,0,,,1,0,,1327.7,1,0,,666.3,1,0,,58.7,1,0,,3.3,1,0,,11.7,1001,0,,69.8,1,0,,19.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,644.3121,1,0,,724.8511125,1,0,,273.2529527559055,1011,0,,264.2356053149606,1,0,,297.26505597933067,1,0,,544.4963910761155,11,0,,0.5018452963771936,1,0,,,0
2017,CE,6,CE6_Bio_SW_2017_10-A,SW,1,0,,1,1,0,,,1,0,,1327.7,1,0,,666.3,1,0,,58.7,1,0,,3.3,1,0,,11.7,1001,0,,69.8,1,0,,19.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,644.3121,1,0,,724.8511125,1,0,,273.2529527559055,1011,0,,264.2356053149606,1,0,,297.26505597933067,1,0,,544.4963910761155,11,0,,0.5018452963771936,1,0,,,0
2017,CE,6,CE6_Bio_SW_2017_10-A,SW,1,0,,1,1,0,,,1,0,,1327.7,1,0,,666.3,1,0,,58.7,1,0,,3.3,1,0,,11.7,1001,0,,69.8,1,0,,19.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,644.3121,1,0,,724.8511125,1,0,,273.2529527559055,1011,0,,264.2356053149606,1,0,,297.26505597933067,1,0,,544.4963910761155,11,0,,0.5018452963771936,1,0,,,0
2017,CE,7,CE7_Bio_SW_2017_11-A,SW,1,0,,1,1,0,,,1,0,,1829.7,1,0,,861.3,1,0,,58.7,1,0,,4.5,1,0,,12.1,1001,0,,72.0,1,0,,21.6,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.24737569873492,1011,0,,,1,0,,0.4165813474551338,1011,0,,822.5414999999999,1,0,,925.3591875,1,0,,353.2234251968504,1011,0,,337.32837106299206,1,0,,379.4944174458661,1,0,,750.3690944881889,11,0,,0.47073290703394,1,0,,,0
2017,CE,7,CE7_Bio_SW_2017_11-A,SW,1,0,,1,1,0,,,1,0,,1829.7,1,0,,861.3,1,0,,58.7,1,0,,4.5,1,0,,12.1,1001,0,,72.0,1,0,,21.6,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.24737569873492,1011,0,,,1,0,,0.4165813474551338,1011,0,,822.5414999999999,1,0,,925.3591875,1,0,,353.2234251968504,1011,0,,337.32837106299206,1,0,,379.4944174458661,1,0,,750.3690944881889,11,0,,0.47073290703394,1,0,,,0
2017,CE,7,CE7_Bio_SW_2017_11-A,SW,1,0,,1,1,0,,,1,0,,1829.7,1,0,,861.3,1,0,,58.7,1,0,,4.5,1,0,,12.1,1001,0,,72.0,1,0,,21.6,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.24737569873492,1011,0,,,1,0,,0.4165813474551338,1011,0,,822.5414999999999,1,0,,925.3591875,1,0,,353.2234251968504,1011,0,,337.32837106299206,1,0,,379.4944174458661,1,0,,750.3690944881889,11,0,,0.47073290703394,1,0,,,0
2017,CE,8,CE8_Bio_SW_2017_12-A,SW,1,0,,1,1,0,,,1,0,,1641.7,1,0,,814.3,1,0,,59.0,1,0,,4.4,1,0,,11.3,1001,0,,75.5,1,0,,20.4,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,778.4707999999999,1,0,,875.77965,1,0,,333.9484908136483,1011,0,,319.2547572178477,1,0,,359.1616018700787,1,0,,673.2693569553805,11,0,,0.4960102332947554,1,0,,,0
2017,CE,8,CE8_Bio_SW_2017_12-A,SW,1,0,,1,1,0,,,1,0,,1641.7,1,0,,814.3,1,0,,59.0,1,0,,4.4,1,0,,11.3,1001,0,,75.5,1,0,,20.4,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,778.4707999999999,1,0,,875.77965,1,0,,333.9484908136483,1011,0,,319.2547572178477,1,0,,359.1616018700787,1,0,,673.2693569553805,11,0,,0.4960102332947554,1,0,,,0
2017,CE,8,CE8_Bio_SW_2017_12-A,SW,1,0,,1,1,0,,,1,0,,1641.7,1,0,,814.3,1,0,,59.0,1,0,,4.4,1,0,,11.3,1001,0,,75.5,1,0,,20.4,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,778.4707999999999,1,0,,875.77965,1,0,,333.9484908136483,1011,0,,319.2547572178477,1,0,,359.1616018700787,1,0,,673.2693569553805,11,0,,0.4960102332947554,1,0,,,0
2017,CE,9,CE9_Bio_SW_2017_13-A,SW,1,0,,1,1,0,,,1,0,,1416.7,1,0,,709.3,1,0,,58.7,1,0,,4.0,1,0,,12.4,1001,0,,71.0,1,0,,20.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.25807333934476,1011,0,,,1,0,,0.4927923053802224,1011,0,,680.928,1,0,,766.044,1,0,,290.887467191601,1011,0,,279.251968503937,1,0,,314.1584645669291,1,0,,580.9957349081365,11,0,,0.5006705724571185,1,0,,,0
2017,CE,9,CE9_Bio_SW_2017_13-A,SW,1,0,,1,1,0,,,1,0,,1416.7,1,0,,709.3,1,0,,58.7,1,0,,4.0,1,0,,12.4,1001,0,,71.0,1,0,,20.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.25807333934476,1011,0,,,1,0,,0.4927923053802224,1011,0,,680.928,1,0,,766.044,1,0,,290.887467191601,1011,0,,279.251968503937,1,0,,314.1584645669291,1,0,,580.9957349081365,11,0,,0.5006705724571185,1,0,,,0
2017,CE,9,CE9_Bio_SW_2017_13-A,SW,1,0,,1,1,0,,,1,0,,1416.7,1,0,,709.3,1,0,,58.7,1,0,,4.0,1,0,,12.4,1001,0,,71.0,1,0,,20.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.25807333934476,1011,0,,,1,0,,0.4927923053802224,1011,0,,680.928,1,0,,766.044,1,0,,290.887467191601,1011,0,,279.251968503937,1,0,,314.1584645669291,1,0,,580.9957349081365,11,0,,0.5006705724571185,1,0,,,0
2017,CE,10,CE10_Bio_SW_2017_14-A,SW,1,0,,1,1,0,,,1,0,,1054.7,1,0,,531.3,1,0,,56.8,1,0,,1.9,1,0,,13.5,1001,0,,68.9,1,0,,20.2,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,521.2053,1,0,,586.3559624999999,1,0,,217.88877952755905,1011,0,,213.7488927165354,1,0,,240.4675043061023,1,0,,432.5377296587927,11,0,,0.5037451407983312,1,0,,,0
2017,CE,10,CE10_Bio_SW_2017_14-A,SW,1,0,,1,1,0,,,1,0,,1054.7,1,0,,531.3,1,0,,56.8,1,0,,1.9,1,0,,13.5,1001,0,,68.9,1,0,,20.2,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,521.2053,1,0,,586.3559624999999,1,0,,217.88877952755905,1011,0,,213.7488927165354,1,0,,240.4675043061023,1,0,,432.5377296587927,11,0,,0.5037451407983312,1,0,,,0
2017,CE,10,CE10_Bio_SW_2017_14-A,SW,1,0,,1,1,0,,,1,0,,1054.7,1,0,,531.3,1,0,,56.8,1,0,,1.9,1,0,,13.5,1001,0,,68.9,1,0,,20.2,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,521.2053,1,0,,586.3559624999999,1,0,,217.88877952755905,1011,0,,213.7488927165354,1,0,,240.4675043061023,1,0,,432.5377296587927,11,0,,0.5037451407983312,1,0,,,0
2017,CE,11,CE11_Bio_SW_2017_15-A,SW,1,0,,1,1,0,,,1,0,,1457.7,1,0,,728.3,1,0,,58.6,1,0,,4.2,1,0,,12.0,1001,0,,72.5,1,0,,20.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.63282447282448,1011,0,,,1,0,,0.3689694089694089,1011,0,,697.7113999999999,1,0,,784.9253249999999,1,0,,298.6794619422572,1011,0,,286.1349245406824,1,0,,321.9017901082677,1,0,,597.8100393700787,11,0,,0.4996226932839405,1,0,,,0
2017,CE,11,CE11_Bio_SW_2017_15-A,SW,1,0,,1,1,0,,,1,0,,1457.7,1,0,,728.3,1,0,,58.6,1,0,,4.2,1,0,,12.0,1001,0,,72.5,1,0,,20.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.63282447282448,1011,0,,,1,0,,0.3689694089694089,1011,0,,697.7113999999999,1,0,,784.9253249999999,1,0,,298.6794619422572,1011,0,,286.1349245406824,1,0,,321.9017901082677,1,0,,597.8100393700787,11,0,,0.4996226932839405,1,0,,,0
2017,CE,11,CE11_Bio_SW_2017_15-A,SW,1,0,,1,1,0,,,1,0,,1457.7,1,0,,728.3,1,0,,58.6,1,0,,4.2,1,0,,12.0,1001,0,,72.5,1,0,,20.8,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.63282447282448,1011,0,,,1,0,,0.3689694089694089,1011,0,,697.7113999999999,1,0,,784.9253249999999,1,0,,298.6794619422572,1011,0,,286.1349245406824,1,0,,321.9017901082677,1,0,,597.8100393700787,11,0,,0.4996226932839405,1,0,,,0
2017,CE,12,CE12_Bio_SW_2017_16-A,SW,1,0,,1,1,0,,,1,0,,1584.7,1,0,,798.3,1,0,,57.0,1,0,,2.5,1,0,,12.6,1001,0,,69.1,1,0,,19.7,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,778.3425,1,0,,875.6353124999999,1,0,,327.386811023622,1011,0,,319.20214074803147,1,0,,359.1024083415354,1,0,,649.8933727034121,11,0,,0.5037546538777055,1,0,,,0
2017,CE,12,CE12_Bio_SW_2017_16-A,SW,1,0,,1,1,0,,,1,0,,1584.7,1,0,,798.3,1,0,,57.0,1,0,,2.5,1,0,,12.6,1001,0,,69.1,1,0,,19.7,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,778.3425,1,0,,875.6353124999999,1,0,,327.386811023622,1011,0,,319.20214074803147,1,0,,359.1024083415354,1,0,,649.8933727034121,11,0,,0.5037546538777055,1,0,,,0
2017,CE,12,CE12_Bio_SW_2017_16-A,SW,1,0,,1,1,0,,,1,0,,1584.7,1,0,,798.3,1,0,,57.0,1,0,,2.5,1,0,,12.6,1001,0,,69.1,1,0,,19.7,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,778.3425,1,0,,875.6353124999999,1,0,,327.386811023622,1011,0,,319.20214074803147,1,0,,359.1024083415354,1,0,,649.8933727034121,11,0,,0.5037546538777055,1,0,,,0
2017,CE,13,CE13_Bio_SW_2017_17-A,SW,1,0,,1,1,0,,,1,0,,1680.7,1,0,,799.3,1,0,,57.7,1,0,,4.0,1,0,,12.0,1001,0,,71.7,1,0,,20.3,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.41362667395464,1011,0,,,1,0,,0.4666739546324132,1011,0,,767.328,1,0,,863.2439999999999,1,0,,327.79691601049865,1011,0,,314.6850393700787,1,0,,354.0206692913385,1,0,,689.2634514435696,11,0,,0.4755756530017254,1,0,,,0
2017,CE,13,CE13_Bio_SW_2017_17-A,SW,1,0,,1,1,0,,,1,0,,1680.7,1,0,,799.3,1,0,,57.7,1,0,,4.0,1,0,,12.0,1001,0,,71.7,1,0,,20.3,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.41362667395464,1011,0,,,1,0,,0.4666739546324132,1011,0,,767.328,1,0,,863.2439999999999,1,0,,327.79691601049865,1011,0,,314.6850393700787,1,0,,354.0206692913385,1,0,,689.2634514435696,11,0,,0.4755756530017254,1,0,,,0
2017,CE,13,CE13_Bio_SW_2017_17-A,SW,1,0,,1,1,0,,,1,0,,1680.7,1,0,,799.3,1,0,,57.7,1,0,,4.0,1,0,,12.0,1001,0,,71.7,1,0,,20.3,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,44.41362667395464,1011,0,,,1,0,,0.4666739546324132,1011,0,,767.328,1,0,,863.2439999999999,1,0,,327.79691601049865,1011,0,,314.6850393700787,1,0,,354.0206692913385,1,0,,689.2634514435696,11,0,,0.4755756530017254,1,0,,,0
2017,CE,14,CE14_Bio_SW_2017_19-A,SW,1,0,,0,1,0,"(Assurance) Previous val: 1, reason: No crop at this location, sample not taken.",,1,0,,,1,0,,,1,0,,,1,0,"(Assurance) Previous val: 0, reason: No crop at this location, sample not taken.",,1,0,,,1001,0,,,1,0,,,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,,1,0,,,1,0,,,1011,0,,,1,0,,,1,0,,,11,0,,,1,0,,"No crop at this location, sample not taken.",0
2017,CE,14,CE14_Bio_SW_2017_19-A,SW,1,0,,0,1,0,"(Assurance) Previous val: 1, reason: No crop at this location, sample not taken.",,1,0,,,1,0,,,1,0,,,1,0,"(Assurance) Previous val: 0, reason: No crop at this location, sample not taken.",,1,0,,,1001,0,,,1,0,,,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,,1,0,,,1,0,,,1011,0,,,1,0,,,1,0,,,11,0,,,1,0,,"No crop at this location, sample not taken.",0
2017,CE,14,CE14_Bio_SW_2017_19-A,SW,1,0,,0,1,0,"(Assurance) Previous val: 1, reason: No crop at this location, sample not taken.",,1,0,,,1,0,,,1,0,,,1,0,"(Assurance) Previous val: 0, reason: No crop at this location, sample not taken.",,1,0,,,1001,0,,,1,0,,,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,,1011,0,,,1,0,,,1011,0,,,1,0,,,1,0,,,1011,0,,,1,0,,,1,0,,,11,0,,,1,0,,"No crop at this location, sample not taken.",0
2017,CE,15,CE15_Bio_SW_2017_20-A,SW,1,0,,1,1,0,,,1,0,,1485.7,1,0,,746.3,1,0,,58.7,1,0,,3.6,1,0,,9.6,1001,0,,70.5,1,0,,19.1,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,42.985896665665365,1011,0,,,1,0,,0.3763893060979272,1011,0,,719.4331999999999,1,0,,809.3623499999999,1,0,,306.0613517060367,1011,0,,295.0431430446194,1,0,,331.9235359251968,1,0,,609.2929790026246,11,0,,0.5023221377128626,1,0,,,0
2017,CE,15,CE15_Bio_SW_2017_20-A,SW,1,0,,1,1,0,,,1,0,,1485.7,1,0,,746.3,1,0,,58.7,1,0,,3.6,1,0,,9.6,1001,0,,70.5,1,0,,19.1,1,0,,,1,0,,,1011,0,,,1,0,,,1011,0,,42.985896665665365,1011,0,,,1,0,,0.3763893060979272,1011,0,,719.4331999999999,1,0,,809.3623499999999,1,0,,306.0613517060367,1011,0,,295.0431430446194,1,0,,331.9235359251968,1,0,,609.2929790026246,11,0,,0.5023221377128626,1,0,,,0
