ID,Verb,Variable,NewVal,Comment,Reviewer
GPHY12_WW_B4_359_22-O,Flag,GrainMassWet,,Sample note: mice,Bryan Carlson
GPHY12_SW_B2_379_20-P,Flag,GrainMassWet,,Sample note: mice,Bryan Carlson
GPHY12_WW_A4_397_16-Q,Flag,GrainMassWet,,Sample note: mice,Bryan Carlson
GPHY12_WW_A5_422_18-R,Flag,GrainMassWet,,Sample note: mice,Bryan Carlson
CF13GPSW_284_22-L,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_125_8-F,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_101_10-E,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_188_20-H,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_136_19-F,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_397_17-Q,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_30_14-B,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_187_19-H,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_260_21-K,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_32_16-B,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_227_10-J,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_10_15-A,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_372_14-P,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_326_14-N,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_69_5-D,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_161_19-G,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_418_15-R,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_213_21-I,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_324_12-N,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_311_24-M,Flag,GrainMassAirDry,,"Spilled | For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_336_24-N,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_299_12-M,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_149_7-G,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_277_15-L,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_251_12-K,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_19_3-B,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_300_13-M,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_3_8-A,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_349_13-O,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_98_7-E,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_393_13-Q,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_202_10-I,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_205_13-I,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_152_10-G,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_298_11-M,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_70_6-D,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_128_11-F,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_21_5-B,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_0_5-A,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_249_10-K,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_124_7-F,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_20_4-B,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_97_6-E,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_420_17-R,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_302_15-M,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_275_13-L,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_348_12-O,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_206_14-I,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_46_7-C,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_371_13-P,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_99_8-E,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_236_19-J,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_350_14-O,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_274_12-L,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_228_11-J,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_22_6-B,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_203_11-I,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_325_13-N,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_399_19-Q,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_230_13-J,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_373_15-P,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_201_9-I,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_74_10-D,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_73_9-D,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_395_15-Q,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_178_10-H,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_225_8-J,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_151_9-G,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_44_5-C,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_419_16-R,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSB_180_12-H,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_396_16-Q,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_135_18-F,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_108_17-E,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_239_22-J,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_214_22-I,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_160_18-G,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_54_15-C,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_162_20-G,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_107_16-E,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPSW_18_2-B,Flag,GrainMassAirDry,,"For the red ones, the air valve of the blowing machine was completely open and has blown some grain with the chaff",Bryan Carlson
CF13GPWW_14_19-A,Flag,GrainTestWeight,,insufficient sample,Bryan Carlson
CF13GPWW_122_5-F,Flag,GrainTestWeight,,insufficient sample,Bryan Carlson
CF13GPWW_148_6-G,Flag,GrainTestWeight,,insufficient sample,Bryan Carlson
CF13GPSW_186_18-H,Flag,GrainTestWeight,,insufficient sample,Bryan Carlson
CF13GPWW_147_29-F,Flag,GrainMassAirDry,,Lost small amount; thesher not working well,Bryan Carlson
CF13GPGB_153_11-G,Flag,GrainMassAirDry,,mouse damage,Bryan Carlson
CF13GPGB_421_18-R,Flag,GrainMassAirDry,,Mouse damage,Bryan Carlson
GPHY14_GB_A4_1_5-A,Flag,GrainMassAirDry,,TOTAL SAMPLE GROUND |  |  | NA,Bryan Carlson
GPHY14_GB_A4_1_5-A,Flag,BiomassAirDry,,TOTAL SAMPLE GROUND |  |  | NA,Bryan Carlson
CF14GPSW_6-A,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_7-A,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_8-A,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_17-A,Flag,GrainMassAirDry,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_17-A,Flag,BiomassAirDry,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_17-A,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
GPHY14_GB_A4_23_6-B,Flag,GrainMassAirDry,,MOUSE DAMAGE TO ORIGINAL BAG |  |  | NA,Bryan Carlson
GPHY14_GB_A4_23_6-B,Flag,BiomassAirDry,,MOUSE DAMAGE TO ORIGINAL BAG |  |  | NA,Bryan Carlson
CF14GPSW_7-B,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_8-B,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_8-B,Flag,GrainStarch,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPWW_25_9-B,Flag,GrainStarch,,Starch outside limits |  |  | NA,Bryan Carlson
CF14GPWW_28_12-B,Flag,GrainStarch,,Starch outside limits |  |  | NA,Bryan Carlson
CF14GPSW_17-B,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_23-B,Flag,GrainMassAirDry,,"SAMPLE TOO SMALL, MUST BE GROUND AND ANALYZED |  |  | NA",Bryan Carlson
CF14GPSW_24-B,Flag,GrainMassAirDry,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG DAMAGED | NA,Bryan Carlson
CF14GPSW_24-B,Flag,BiomassAirDry,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG DAMAGED | NA,Bryan Carlson
CF14GPSW_24-B,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG DAMAGED | NA,Bryan Carlson
GPHY14_GB_A3_46_6-C,Flag,GrainMassAirDry,,MOUSE DAMAGE |  |  | NA,Bryan Carlson
GPHY14_GB_A3_46_6-C,Flag,BiomassAirDry,,MOUSE DAMAGE |  |  | NA,Bryan Carlson
CF14GPSW_8-C,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_9-C,Flag,GrainStarch,, | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_18-C,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_18-C,Flag,GrainStarch,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_24-C,Flag,GrainStarch,, | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_25-C,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_25-C,Flag,GrainStarch,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_26-C,Flag,GrainMassAirDry,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_26-C,Flag,BiomassAirDry,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_26-C,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_27-C,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
GPHY14_GB_A4_73_8-D,Flag,GrainMassAirDry,,MOUSE DAMAGE TO ORIGINAL BAG |  |  | 4 MICE IN THE BAG,Bryan Carlson
GPHY14_GB_A4_73_8-D,Flag,BiomassAirDry,,MOUSE DAMAGE TO ORIGINAL BAG |  |  | 4 MICE IN THE BAG,Bryan Carlson
CF14GPSW_9-D,Flag,GrainStarch,, | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_10-D,Flag,GrainStarch,, | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPWW_80_16-D,Flag,GrainStarch,,Starch outside limits |  |  | NA,Bryan Carlson
CF14GPWW_81_17-D,Flag,GrainStarch,,Starch outside limits |  |  | NA,Bryan Carlson
CF14GPSW_19-D,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_24-D,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_25-D,Flag,GrainMassAirDry,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_25-D,Flag,BiomassAirDry,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_25-D,Flag,GrainStarch,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_25-D,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ORIGINAL SAMPLE BAG RIPPED | NA,Bryan Carlson
CF14GPSW_26-D,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_27-D,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_28-D,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_29-D,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_9-E,Flag,GrainStarch,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_9-E,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_10-E,Flag,GrainStarch,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_10-E,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_18-E,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_19-E,Flag,GrainStarch,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_19-E,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
CF14GPSW_25-E,Flag,GrainMoisture,,MOISTURE OUTSIDE LIMITS |  |  | NA,Bryan Carlson
CF14GPSW_26-E,Flag,GrainStarch,, | STARCH OUTSIDE LIMITS |  | NA,Bryan Carlson
