HarvestYear,Crop,SampleID,Latitude,Longitude,ID2,GrainYieldDryPerArea,ResidueDryPerArea,Notes
2010,WW,CF10GPWW_34_17-B,-117.082212,46.77905,34,562.363238512035,,
2010,WW,CF10GPWW_35_18-B,-117.081794,46.778852,35,500,921.759996021484,
2010,WW,CF10GPWW_36_19-B,-117.08140584,46.77900737,36,639.4967177242888,,
2010,WW,CF10GPWW_37_20-B,-117.080958,46.778993,37,652.0787746170678,,
2010,WW,CF10GPWW_38_21-B,-117.08054,46.778849,38,557.9868708971553,,
2010,WW,CF10GPWW_39_22-B,-117.080122,46.779112,39,594.6389496717724,,
2010,WW,CF10GPWW_40_23-B,-117.079704,46.779083,40,471.0065645514223,858.8819171653793,
2010,WW,CF10GPWW_41_24-B,-117.079286,46.779047,41,525.7111597374179,,
2010,SW,CF10GPSW_42_2-C,-117.08870619,46.77911338,42,,,Alfalfa
2010,SW,CF10GPSW_43_3-C,-117.088318,46.779153,43,538.8402625820569,,
2010,SW,CF10GPSW_44_4-C,-117.0879,46.779128,44,316.19256017505467,,
2010,SW,CF10GPSW_45_5-C,-117.08746351,46.77928833,45,228.11816192560175,,
2010,SW,CF10GPSW_46_6-C,-117.087064,46.779278,46,211.1597374179431,,
2010,SW,CF10GPSW_47_7-C,-117.086646,46.779363,47,350.65645514223195,,
2010,GB,CF10GPGB_48_8-C,-117.086228,46.779333,48,152.07877461706784,,
2010,SB,CF10GPSB_49_9-C,-117.08581,46.779238,49,533.3698030634573,,
2010,GB,CF10GPGB_50_10-C,-117.08533553,46.77932123,50,135.12035010940917,,
2010,GB,CF10GPGB_51_11-C,-117.08496351,46.77919681,51,143.87308533916848,,
2010,GB,CF10GPGB_52_12-C,-117.084556,46.779293,52,179.43107221006565,,
2010,GB,CF10GPGB_53_13-C,-117.084138,46.779246,53,78.77461706783369,,
2010,GB,CF10GPGB_54_14-C,-117.08372,46.779309,54,200.76586433260394,,
2010,SW,CF10GPSW_55_15-C,-117.083302,46.77923,55,303.6105032822757,620.7475724835886,
2010,SW,CF10GPSW_56_16-C,-117.08290191,46.77931128,56,379.10284463894965,,
2010,SW,CF10GPSW_57_17-C,-117.082466,46.779336,57,399.34354485776805,694.6936542669584,
2010,WW,CF10GPWW_58_18-C,-117.082048,46.779138,58,560.7221006564552,,
2010,WW,CF10GPWW_59_19-C,-117.08160015,46.77925244,59,459.51859956236325,,
2010,WW,CF10GPWW_60_20-C,-117.081212,46.779279,60,513.129102844639,,
2010,WW,CF10GPWW_61_21-C,-117.080794,46.779135,61,610.5032822757112,,
2010,WW,CF10GPWW_62_22-C,-117.08039988,46.77941847,62,552.5164113785557,,
2010,WW,CF10GPWW_63_23-C,-117.079958,46.779369,63,588.0743982494529,,
2010,WW,CF10GPWW_64_24-C,-117.07954,46.779333,64,573.8512035010941,,
2010,WW,CF10GPWW_65_25-C,-117.079122,46.779254,65,491.79431072210065,,
2010,WW,CF10GPWW_66_26-C,-117.07873385,46.77928646,66,569.4748358862145,,
2010,WW,CF10GPWW_67_27-C,-117.078286,46.779271,67,256.0175054704595,,
2010,SW,CF10GPSW_68_3-D,-117.088231,46.779439000000004,68,446.3894967177243,,
2010,SW,CF10GPSW_69_4-D,-117.087813,46.779414,69,414.11378555798683,,
2010,SW,CF10GPSW_70_5-D,-117.087395,46.779587,70,328.7746170678337,,
2010,SW,CF10GPSW_71_6-D,-117.086977,46.779564,71,242.88840262582056,,
2010,SW,CF10GPSW_72_7-D,-117.086559,46.779649,72,366.52078774617064,,
2010,SW,CF10GPSW_73_8-D,-117.08617246,46.77963697,73,292.6695842450766,,
2010,SB,CF10GPSB_74_9-D,-117.08569155,46.77950963,74,476.47702407002186,,
2010,SB,CF10GPSB_75_10-D,-117.085305,46.779642,75,538.2932166301969,,
2010,GB,CF10GPGB_76_11-D,-117.084887,46.77949,76,206.78336980306344,,
2010,GB,CF10GPGB_77_12-D,-117.084469,46.779579,77,193.6542669584245,,
2010,GB,CF10GPGB_78_13-D,-117.084051,46.779532,78,177.24288840262582,,
2010,GB,CF10GPGB_79_14-D,-117.083633,46.779595,79,124.17943107221006,,
2010,GB,CF10GPGB_80_15-D,-117.083215,46.779516,80,202.4070021881838,,
2010,SW,CF10GPSW_81_16-D,-117.082797,46.779585,81,364.3326039387308,,
2010,SW,CF10GPSW_82_17-D,-117.082379,46.779622,82,450.218818380744,,
2010,WW,CF10GPWW_83_18-D,-117.081961,46.779424,83,519.1466083150984,,
2010,WW,CF10GPWW_84_19-D,-117.081543,46.779563,84,687.6367614879649,,
2010,WW,CF10GPWW_85_20-D,-117.081125,46.779565,85,532.8227571115973,,
2010,WW,CF10GPWW_86_21-D,-117.080707,46.779421,86,562.910284463895,,
2010,WW,CF10GPWW_87_22-D,-117.080289,46.779684,87,489.05908096280086,,
2010,WW,CF10GPWW_88_23-D,-117.079871,46.779655,88,452.95404814004377,,
2010,WW,CF10GPWW_89_24-D,-117.07944702,46.77960671,89,424.507658643326,,
2010,WW,CF10GPWW_90_25-D,-117.079035,46.77954,90,493.9824945295405,,
2010,WW,CF10GPWW_91_26-D,-117.078617,46.779552,91,486.3238512035011,,
2010,WW,CF10GPWW_92_27-D,-117.078199,46.779557,92,698.577680525164,,
2010,WW,CF10GPWW_93_28-D,-117.077781,46.779494,93,234.6827133479212,,
2010,WW,CF10GPWW_94_29-D,-117.077363,46.779658,94,225.38293216630197,,
2010,SW,CF10GPSW_95_3-E,-117.08807304,46.77971682,95,,,Alfalfa
2010,SW,CF10GPSW_96_4-E,-117.087663,46.7797,96,479.7592997811816,,
2010,SW,CF10GPSW_97_5-E,-117.087245,46.779873,97,413.0196936542669,,
2010,SW,CF10GPSW_98_6-E,-117.086827,46.77985,98,488.5120350109409,,
2010,SW,CF10GPSW_99_7-E,-117.086409,46.779935,99,299.23413566739606,,
2010,SW,CF10GPSW_100_8-E,-117.085991,46.779905,100,327.68052516411376,,
2010,GB,CF10GPGB_101_9-E,-117.085573,46.77981,101,237.417943107221,,
2010,SB,CF10GPSB_102_10-E,-117.085155,46.779928,102,469.9124726477024,,
2010,GB,CF10GPGB_103_11-E,-117.084737,46.779776,103,223.19474835886214,254.80333030901426,
2010,GB,CF10GPGB_104_12-E,-117.08434522,46.77988297,104,254.37636761487963,,
2010,GB,CF10GPGB_105_13-E,-117.083901,46.779818,105,238.5120350109409,,
2010,GB,CF10GPGB_106_14-E,-117.083483,46.779881,106,189.27789934354485,,
2010,GB,CF10GPGB_108_15-E,-117.083065,46.779802,107,117.06783369803063,,
2010,SW,CF10GPSW_108_16-E,-117.082647,46.779871,108,463.89496717724285,,
2010,SW,CF10GPSW_109_17-E,-117.08219348,46.77987977,109,603.9387308533917,,
2010,WW,CF10GPWW_110_18-E,-117.08175331,46.77967045,110,430.52516411378554,,
2010,WW,CF10GPWW_111_19-E,-117.081393,46.779849,111,494.52954048140043,,
2010,WW,CF10GPWW_112_20-E,-117.080975,46.779851,112,422.3194748358862,,
2010,WW,CF10GPWW_113_21-E,-117.08053909,46.77969063,113,477.0240700218818,,
2010,WW,CF10GPWW_114_22-E,-117.080139,46.77997,114,518.0525164113785,,
2010,WW,CF10GPWW_115_23-E,-117.07970309,46.77992463,115,,,
2010,WW,CF10GPWW_116_24-E,-117.079303,46.779905,116,584.2450765864332,,
2010,WW,CF10GPWW_117_25-E,-117.078885,46.779826,117,515.3172866520788,,
2010,WW,CF10GPWW_118_26-E,-117.078467,46.779838,118,472.1006564551422,,
2010,WW,CF10GPWW_119_27-E,-117.07801916,46.77982663,119,463.3479212253829,,
2010,WW,CF10GPWW_120_28-E,-117.077631,46.77978,120,514.7702407002188,,
2010,WW,CF10GPWW_121_29-E,-117.077213,46.779944,121,344.6389496717724,,
2010,SW,CF10GPSW_122_4-F,-117.087699,46.779986,122,,,Alfalfa
2010,SW,CF10GPSW_123_5-F,-117.087281,46.780159,123,459.51859956236325,,
2010,SW,CF10GPSW_124_6-F,-117.086863,46.780136,124,338.6214442013129,,
2010,SW,CF10GPSW_125_7-F,-117.086445,46.780221,125,364.3326039387308,,
2010,SW,CF10GPSW_126_8-F,-117.08601127,46.78018382,126,193.6542669584245,552.4588275941494,
2010,GB,CF10GPGB_127_9-F,-117.08559328,46.78008882,127,183.80743982494528,,
2010,GB,CF10GPGB_128_10-F,-117.085191,46.780214,128,165.20787746170677,,
2010,SB,CF10GPSB_129_11-F,-117.084773,46.780062,129,484.6827133479212,,
2010,GB,CF10GPGB_130_12-F,-117.084355,46.780151,130,123.63238512035011,,
2010,GB,CF10GPGB_131_13-F,-117.083937,46.780104,131,189.8249452954048,,
2010,GB,CF10GPGB_132_14-F,-117.083519,46.780167,132,163.01969365426694,,
2010,GB,CF10GPGB_133_15-F,-117.083101,46.780088,133,235.22975929978116,,
2010,GB,CF10GPGB_134_16-F,-117.082683,46.780157,134,149.34354485776805,,
2010,SW,CF10GPSW_135_17-F,-117.082265,46.780194,135,364.87964989059077,,
2010,SW,CF10GPSW_136_18-F,-117.081847,46.779996,136,565.0984682713348,,
2010,SW,CF10GPSW_137_19-F,-117.08145287,46.78014727,137,545.4048140043764,,
2010,WW,CF10GPWW_138_20-F,-117.081011,46.780137,138,552.5164113785557,,
2010,WW,CF10GPWW_139_21-F,-117.080593,46.779993,139,453.5010940919037,,
2010,WW,CF10GPWW_140_22-F,-117.080175,46.780256,140,479.21225382932164,,
2010,WW,CF10GPWW_141_23-F,-117.079757,46.780226999999996,141,497.2647702407002,,
2010,WW,CF10GPWW_142_24-F,-117.079339,46.780191,142,518.5995623632385,,
2010,WW,CF10GPWW_143_25-F,-117.0789031,46.78010382,143,450.76586433260394,,
2010,WW,CF10GPWW_144_26-F,-117.078503,46.780124,144,370.35010940919034,,
2010,WW,CF10GPWW_145_27-F,-117.078085,46.780129,145,529.5404814004377,,
2010,WW,CF10GPWW_146_28-F,-117.077667,46.780066,146,443.6542669584245,,
2010,WW,CF10GPWW_147_29-F,-117.077249,46.78023,147,492.88840262582056,,
2010,WW,CF10GPWW_148_30-F,-117.076831,46.780004,148,465.5361050328227,,
2010,SW,CF10GPSW_149_6-G,-117.087103,46.780422,149,515.3172866520788,,
2010,SW,CF10GPSW_150_7-G,-117.086685,46.780507,150,394.9671772428884,,
2010,SW,CF10GPSW_151_8-G,-117.08622506,46.78045544,151,354.48577680525165,,
2010,SW,CF10GPSW_152_9-G,-117.08583327,46.78037122,152,429.9781181619256,,
2010,SW,CF10GPSW_153_10-G,-117.085431,46.7805,153,260.3938730853392,,
2010,GB,CF10GPGB_154_11-G,-117.085013,46.780348,154,208.97155361050326,,
2010,SB,CF10GPSB_155_12-G,-117.084595,46.780437,155,367.61487964989055,,
2010,GB,CF10GPGB_156_13-G,-117.084177,46.78039,156,248.9059080962801,,
2010,GB,CF10GPGB_157_14-G,-117.083759,46.780453,157,147.15536105032822,,
2010,GB,CF10GPGB_158_15-G,-117.083341,46.780374,158,150.98468271334792,203.19433935254298,
2010,GB,CF10GPGB_159_16-G,-117.082923,46.780443,159,99.56236323851203,,
2010,GB,CF10GPGB_160_17-G,-117.082505,46.78048,160,121.99124726477024,,
2010,SW,CF10GPSW_161_18-G,-117.082087,46.780282,161,490.1531728665208,,
2010,SW,CF10GPSW_162_19-G,-117.08164513,46.78040873,162,508.75273522975925,,
2010,SW,CF10GPSW_163_20-G,-117.081251,46.780423,163,577.1334792122539,,
2010,WW,CF10GPWW_164_21-G,-117.080833,46.780279,164,514.2231947483589,740.8437062811637,
2010,WW,CF10GPWW_165_22-G,-117.080415,46.780542,165,468.81838074398246,,
2010,WW,CF10GPWW_166_23-G,-117.079997,46.780513,166,529.5404814004377,,
2010,WW,CF10GPWW_167_24-G,-117.079579,46.780477,167,,,
2010,WW,CF10GPWW_168_25-G,-117.079161,46.780398,168,445.8424507658643,,
2010,WW,CF10GPWW_169_26-G,-117.078743,46.78041,169,530.0875273522976,769.6132063328613,
2010,WW,CF10GPWW_170_27-G,-117.078325,46.780415,170,472.64770240700216,,
2010,WW,CF10GPWW_171_28-G,-117.077907,46.780352,171,429.4310722100656,,
2010,WW,CF10GPWW_172_29-G,-117.077489,46.780516,172,444.7483588621444,,
2010,WW,CF10GPWW_173_30-G,-117.077071,46.78029,173,515.8643326039387,,
2010,WW,CF10GPWW_174_31-G,-117.076653,46.780414,174,506.5645514223195,,
2010,SW,CF10GPSW_175_6-H,-117.086879,46.780708,175,497.2647702407002,,
2010,SW,CF10GPSW_176_7-H,-117.08647678,46.78080097,176,530.0875273522976,,
2010,SW,CF10GPSW_177_8-H,-117.086043,46.780763,177,363.2385120350109,,
2010,SW,CF10GPSW_178_9-H,-117.085625,46.780668,178,462.80087527352293,,
2010,SW,CF10GPSW_179_10-H,-117.085207,46.780786,179,500,,
2010,GB,CF10GPGB_180_11-H,-117.084789,46.780634,180,91.35667396061268,,
2010,SB,CF10GPSB_181_12-H,-117.084371,46.780723,181,422.86652078774614,519.263393405945,
2010,GB,CF10GPGB_182_13-H,-117.08392119,46.78065692,182,185.44857768052515,,
2010,GB,CF10GPGB_183_14-H,-117.083535,46.780739,183,262.03501094091905,,
2010,GB,CF10GPGB_184_15-H,-117.083117,46.78066,184,158.6433260393873,,
2010,GB,CF10GPGB_185_16-H,-117.082699,46.780729,185,,,
2010,GB,CF10GPGB_186_17-H,-117.082281,46.780766,186,224.835886214442,,
2010,SW,CF10GPSW_187_18-H,-117.081863,46.780568,187,276.80525164113783,579.5490866176578,
2010,SW,CF10GPSW_188_19-H,-117.081445,46.780707,188,374.72647702407,,
2010,SW,CF10GPSW_189_20-H,-117.081027,46.780709,189,572.7571115973742,830.8839891703445,
2010,WW,CF10GPWW_190_21-H,-117.080609,46.780565,190,516.9584245076586,,
2010,WW,CF10GPWW_191_22-H,-117.080191,46.780828,191,550.3282275711159,,
2010,WW,CF10GPWW_192_23-H,-117.079773,46.780799,192,304.70459518599563,,
2010,WW,CF10GPWW_193_24-H,-117.079355,46.780763,193,489.6061269146608,,
2010,WW,CF10GPWW_194_25-H,-117.07891312,46.78066353,194,490.1531728665208,,
2010,WW,CF10GPWW_195_26-H,-117.078519,46.780696,195,492.3413566739606,,
2010,WW,CF10GPWW_196_27-H,-117.078101,46.780701,196,373.0853391684901,,
2010,WW,CF10GPWW_197_28-H,-117.077683,46.780638,197,380.19693654266956,,
2010,WW,CF10GPWW_198_29-H,-117.077265,46.780802,198,387.308533916849,,
2010,WW,CF10GPWW_199_30-H,-117.076847,46.780576,199,522.4288840262582,,
2010,SW,CF10GPSW_200_7-I,-117.0866262,46.7810531,200,,,Alfalfa
2010,SW,CF10GPSW_201_8-I,-117.086242,46.781049,201,219.36542669584244,,
2010,SW,CF10GPSW_202_9-I,-117.085824,46.780954,202,422.3194748358862,,
2010,SW,CF10GPSW_203_10-I,-117.085406,46.781072,203,314.0043763676149,,
2010,SW,CF10GPSW_204_11-I,-117.084988,46.78092,204,472.64770240700216,850.6306510878989,
2010,GB,CF10GPGB_205_12-I,-117.08457,46.781009,205,190.91903719912472,,
2010,SB,CF10GPSB_206_13-I,-117.084152,46.780962,206,421.7724288840262,,
2010,SB,CF10GPSB_207_14-I,-117.08375497,46.78103938,207,409.1903719912473,,
2010,GB,CF10GPGB_208_15-I,-117.083316,46.780946,208,147.15536105032822,,
2010,GB,CF10GPGB_209_16-I,-117.082898,46.781015,209,127.46170678336979,,
2010,GB,CF10GPGB_210_17-I,-117.08248,46.781052,210,144.42013129102844,,
2010,GB,CF10GPGB_211_18-I,-117.082062,46.780854,211,227.5711159737418,,
2010,GB,CF10GPGB_212_19-I,-117.081644,46.780993,212,208.97155361050326,,
2010,SW,CF10GPSW_213_20-I,-117.081226,46.780995,213,441.4660831509847,,
2010,SW,CF10GPSW_214_21-I,-117.080808,46.780851,214,416.30196936542666,,
2010,SW,CF10GPSW_215_22-I,-117.08043771,46.78111806,215,450.218818380744,,
2010,WW,CF10GPWW_216_23-I,-117.079972,46.781085,216,567.2866520787746,,
2010,WW,CF10GPWW_217_24-I,-117.079554,46.781049,217,407.00218818380745,,
2010,WW,CF10GPWW_218_25-I,-117.079136,46.78097,218,582.6039387308533,,
2010,WW,CF10GPWW_219_26-I,-117.078718,46.780982,219,369.8030634573304,,
2010,WW,CF10GPWW_220_27-I,-117.0783,46.780987,220,420.6783369803063,,
2010,WW,CF10GPWW_221_28-I,-117.077882,46.780924,221,380.19693654266956,,
2010,WW,CF10GPWW_222_29-I,-117.077464,46.781088,222,465.5361050328227,,
2010,WW,CF10GPWW_223_30-I,-117.077046,46.780862,223,513.6761487964989,,
2010,WW,CF10GPWW_224_31-I,-117.076628,46.780986,224,517.5054704595186,,
2010,SW,CF10GPSW_225_7-J,-117.086295,46.781365,225,,,Alfalfa
2010,SW,CF10GPSW_226_8-J,-117.08586126,46.78132062,226,416.30196936542666,,
2010,SW,CF10GPSW_227_9-J,-117.08543278,46.78122203,227,271.8818380743982,,
2010,SW,CF10GPSW_228_10-J,-117.085041,46.781358,228,252.18818380743983,,
2010,SW,CF10GPSW_229_11-J,-117.084623,46.781206,229,435.9956236323851,,
2010,GB,CF10GPGB_230_12-J,-117.084205,46.781295,230,112.14442013129103,,
2010,SB,CF10GPSB_231_13-J,-117.083787,46.781248,231,491.79431072210065,613.3812196746264,
2010,GB,CF10GPGB_232_14-J,-117.08328225,46.78127044,232,201.85995623632385,,
2010,GB,CF10GPGB_233_15-J,-117.082951,46.781232,233,208.4245076586433,,
2010,GB,CF10GPGB_234_16-J,-117.082533,46.781301,234,150.98468271334792,,
2010,GB,CF10GPGB_235_17-J,-117.082115,46.781338,235,139.49671772428883,,
2010,GB,CF10GPGB_236_18-J,-117.081697,46.78114,236,173.96061269146608,,
2010,SW,CF10GPSW_237_19-J,-117.08124367,46.78126348,237,357.22100656455143,,
2010,SW,CF10GPSW_238_20-J,-117.080861,46.781281,238,513.129102844639,,
2010,SW,CF10GPSW_239_21-J,-117.08045495,46.78115338,239,535.0109409190371,,
2010,SW,CF10GPSW_240_22-J,-117.08011053,46.78144636,240,358.31509846827134,,
2010,WW,CF10GPWW_241_23-J,-117.079607,46.781371,241,547.0459518599562,,
2010,WW,CF10GPWW_242_24-J,-117.079189,46.781335,242,312.910284463895,,
2010,WW,CF10GPWW_243_25-J,-117.078771,46.781256,243,609.4091903719913,,
2010,WW,CF10GPWW_244_26-J,-117.07838882,46.78129255,244,471.55361050328224,,
2010,WW,CF10GPWW_245_27-J,-117.077935,46.781273,245,387.308533916849,,
2010,WW,CF10GPWW_246_28-J,-117.077517,46.78121,246,413.0196936542669,,
2010,WW,CF10GPWW_247_29-J,-117.077099,46.781374,247,388.4026258205689,,
2010,WW,CF10GPWW_248_30-J,-117.07669891,46.78116437,248,501.64113785557987,,
2010,SW,CF10GPSW_249_9-K,-117.085864,46.781526,249,525.7111597374179,,
2010,SW,CF10GPSW_250_10-K,-117.085446,46.781644,250,426.69584245076584,,
2010,SW,CF10GPSW_251_11-K,-117.085028,46.781492,251,467.1772428884026,,
2010,SW,CF10GPSW_252_12-K,-117.08457853,46.78155584,252,419.03719912472644,,
2010,SW,CF10GPSW_253_13-K,-117.084192,46.781534,253,143.87308533916848,384.10375638220273,
2010,GB,CF10GPGB_254_14-K,-117.083774,46.781597,254,157.54923413566738,,
2010,SB,CF10GPSB_255_15-K,-117.083356,46.781518,255,467.1772428884026,,
2010,GB,CF10GPGB_256_16-K,-117.082938,46.781587,256,194.74835886214441,,
2010,GB,CF10GPGB_257_17-K,-117.08252,46.781624,257,167.3960612691466,,
2010,GB,CF10GPGB_258_18-K,-117.082102,46.781426,258,102.84463894967176,173.60577207404341,
2010,GB,CF10GPGB_259_19-K,-117.081684,46.781565,259,137.308533916849,,
2010,GB,CF10GPGB_260_20-K,-117.081266,46.781567,260,135.12035010940917,,
2010,SW,CF10GPSW_261_21-K,-117.080848,46.781423,261,406.4551422319475,,
2010,SW,CF10GPSW_262_22-K,-117.08043,46.781686,262,294.8577680525164,,
2010,SW,CF10GPSW_263_23-K,-117.080012,46.781657,263,467.72428884026255,,
2010,WW,CF10GPWW_264_24-K,-117.079594,46.781621,264,566.7396061269146,,
2010,WW,CF10GPWW_265_25-K,-117.0791581,46.78153382,265,288.8402625820569,,
2010,WW,CF10GPWW_266_26-K,-117.078758,46.781554,266,516.9584245076586,,
2010,WW,CF10GPWW_267_27-K,-117.07834,46.781559,267,538.2932166301969,848.3209897323683,
2010,WW,CF10GPWW_268_28-K,-117.077922,46.781496,268,577.1334792122539,,
2010,WW,CF10GPWW_269_29-K,-117.077504,46.78166,269,543.7636761487964,,
2010,WW,CF10GPWW_270_30-K,-117.077086,46.781434,270,611.0503282275711,,
2010,WW,CF10GPWW_271_31-K,-117.076668,46.781558,271,544.8577680525163,,
2010,SW,CF10GPSW_272_9-L,-117.08559,46.781812,272,453.5010940919037,,
2010,SW,CF10GPSW_273_10-L,-117.085172,46.78193,273,253.8293216630197,,
2010,SW,CF10GPSW_274_11-L,-117.084754,46.781778,274,336.980306345733,,
2010,SW,CF10GPSW_275_12-L,-117.08435697,46.78187778,275,406.4551422319475,,
2010,SW,CF10GPSW_276_13-L,-117.083918,46.78182,276,358.31509846827134,,
2010,GB,CF10GPGB_277_14-L,-117.0835,46.781883,277,100.65645514223195,,
2010,SB,CF10GPSB_278_15-L,-117.083082,46.781804,278,505.47045951859957,,
2010,GB,CF10GPGB_279_16-L,-117.08265008,46.78185937,279,237.417943107221,,
2010,GB,CF10GPGB_280_17-L,-117.082246,46.78191,280,231.94748358862142,,
2010,GB,CF10GPGB_281_18-L,-117.08181228,46.78170481,281,107.22100656455142,,
2010,GB,CF10GPGB_282_19-L,-117.08141,46.781851,282,86.43326039387308,,
2010,GB,CF10GPGB_283_20-L,-117.080992,46.781853,283,171.2253829321663,,
2010,SW,CF10GPSW_284_21-L,-117.080574,46.781709,284,296.4989059080963,,
2010,SW,CF10GPSW_285_22-L,-117.080156,46.781972,285,341.3566739606127,610.5616338439095,
2010,SW,CF10GPSW_286_23-L,-117.079738,46.781943,286,506.0175054704595,702.7849612094689,
2010,WW,CF10GPWW_287_24-L,-117.07932,46.781907,287,583.6980306345732,,
2010,WW,CF10GPWW_288_25-L,-117.07886619,46.78180208,288,346.82713347921225,,
2010,WW,CF10GPWW_289_26-L,-117.078484,46.78184,289,371.9912472647702,,
2010,WW,CF10GPWW_290_27-L,-117.078066,46.781845,290,432.1663019693654,,
2010,WW,CF10GPWW_291_28-L,-117.077648,46.781782,291,575.4923413566739,,
2010,WW,CF10GPWW_292_29-L,-117.07723,46.781946,292,454.0481400437637,,
2010,WW,CF10GPWW_293_30-L,-117.076812,46.78172,293,575.4923413566739,,
2010,SW,CF10GPSW_297_9-M,-117.085536,46.782098,297,,,Alfalfa
2010,SW,CF10GPSW_298_10-M,-117.085118,46.782216,298,512.582056892779,,
2010,SW,CF10GPSW_299_11-M,-117.0847,46.782064,299,483.04157549234134,,
2010,SW,CF10GPSW_300_12-M,-117.084282,46.782153,300,495.0765864332604,,
2010,SW,CF10GPSW_301_13-M,-117.083864,46.782106,301,369.2560175054704,,
2010,GB,CF10GPGB_302_14-M,-117.08343026,46.78215462,302,,,
2010,SB,CF10GPSB_303_15-M,-117.08301227,46.78207922,303,442.01312910284463,605.9824119565667,
2010,SB,CF10GPSB_304_16-M,-117.08261,46.782159,304,407.00218818380745,,
2010,GB,CF10GPGB_305_17-M,-117.082192,46.782196,305,226.47702407002188,,
2010,GB,CF10GPGB_306_18-M,-117.081774,46.781998,306,154.81400437636762,,
2010,GB,CF10GPGB_308_19-M,-117.081356,46.782137,307,121.99124726477024,,
2010,GB,CF10GPGB_308_20-M,-117.080938,46.782139,308,155.36105032822758,,
2010,SW,CF10GPSW_309_21-M,-117.08049902,46.78197702,309,367.0678336980306,,
2010,SW,CF10GPSW_310_22-M,-117.080102,46.782258,310,500,,
2010,SW,CF10GPSW_311_23-M,-117.079684,46.782229,311,510.3938730853391,,
2010,SW,CF10GPSW_312_24-M,-117.07930181,46.78221346,312,497.8118161925602,,
2010,WW,CF10GPWW_313_25-M,-117.078848,46.782114,313,582.6039387308533,,
2010,WW,CF10GPWW_314_26-M,-117.07843,46.782126,314,422.86652078774614,,
2010,WW,CF10GPWW_315_27-M,-117.07804184,46.78214737,315,635.1203501094092,,
2010,WW,CF10GPWW_316_28-M,-117.077594,46.782068,316,747.8118161925602,,
2010,SW,CF10GPSW_323_10-N,-117.08513522,46.78249247,323,,,Alfalfa
2010,SW,CF10GPSW_324_11-N,-117.084751,46.78235,324,392.2319474835886,,
2010,SW,CF10GPSW_325_12-N,-117.084333,46.782439,325,305.79868708971554,,
2010,SW,CF10GPSW_326_13-N,-117.083915,46.782392,326,461.15973741794306,,
2010,SW,CF10GPSW_327_14-N,-117.083497,46.782455,327,311.2691466083151,720.135756709686,
