"Column","Row2","SampleID","Crop","GrainWeight","Protein","Moisture","Starch","WGlutDM","TestWeight","ID2","Logitude","Latitude","ResidueWeight","Notes","Year","FieldID"
18,"O","CF14GPWW_354_18-O","WW",1393,8.6,9.1,74.6,22.4,54.7,355,-117.081691,46.78257,2417," |  | ",2014,"CookEast"
19,"O","CF14GPWW_355_19-O","WW",778,11.3,9.1,70.6,30.5,49.2,356,-117.081273,46.782709,1627," |  | ",2014,"CookEast"
20,"O","CF14GPWW_356_20-O","WW",947,10.7,8.7,71.9,28.6,48.8,357,-117.080855,46.782711,," |  | ",2014,"CookEast"
21,"O","CF14GPWW_357_21-O","WW",776,10.2,8.7,67.1,26.8,41.1,358,-117.08041408,46.78255608,1521," |  | ",2014,"CookEast"
22,"O","CF14GPWW_358_22-O","WW",749,13.1,8.3,65.7,36,47.8,359,-117.080019,46.78283,1415," |  | ",2014,"CookEast"
23,"O","CF14GPWW_359_23-O","WW",704,13.3,8.2,68.2,36.2,49.4,360,-117.079601,46.782801,1446," |  | ",2014,"CookEast"
12,"P","GPHY14_GB_A1_371_12-P","GB",222,,,,,,371,-117.08422983,46.78296597,576," |  | ",2014,"CookEast"
13,"P","GPHY14_GB_A2_372_13-P","GB",433,,,,,,372,-117.083798,46.782964,922," |  | ",2014,"CookEast"
14,"P","GPHY14_GB_A3_373_14-P","GB",340,,,,,,373,-117.08338,46.783027,934," |  | ",2014,"CookEast"
15,"P","GPHY14_GB_A4_374_15-P","GB",242,,,,,,374,-117.082962,46.782948,821," |  | ",2014,"CookEast"
16,"P","CF14GPSWGrn_A5_375_16-P","SW",1026,10.3,6.3,67.3,24.3,49.7,375,-117.08252827,46.78300622,," |  | ",2014,"CookEast"
17,"P","CF14GPSWGrn_A5_376_17-P","SW",877,9.5,7,73.1,22.5,56.7,376,-117.082126,46.783054,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
18,"P","CF14GPWW_376_18-P","WW",808,10.9,8.8,72.3,29,48.9,377,-117.08165033,46.78282132,1683," |  | ",2014,"CookEast"
19,"P","CF14GPWW_377_19-P","WW",1223,9.9,10.4,68.9,26.4,46,378,-117.08129,46.782995,2332," |  | ",2014,"CookEast"
20,"P","CF14GPWW_378_20-P","WW",860,9,9.3,75.7,22.8,57.3,379,-117.080872,46.782997,2162,"Starch outside limits |  | ",2014,"CookEast"
21,"P","CF14GPWW_379_21-P","WW",901,10.7,8.7,71.3,28.6,48.9,380,-117.080454,46.782853,1705,"Small piece of tape on bag |  | ",2014,"CookEast"
22,"P","CF14GPWW_380_22-P","WW",725,12.2,9.2,70.7,32.9,53,381,-117.080036,46.783116,1571," |  | ",2014,"CookEast"
13,"Q","GPHY14_GB_A2_394_13-Q","GB",314,,,,,,394,-117.08390985,46.78312585,," |  | ",2014,"CookEast"
14,"Q","GPHY14_GB_A2_395_14-Q","GB",578,,,,,,395,-117.083498,46.783313,1178," |  | ",2014,"CookEast"
15,"Q","GPHY14_GB_A3_396_15-Q","GB",333,,,,,,396,-117.08308,46.783234,828," |  | ",2014,"CookEast"
16,"Q","GPHY14_GB_A4_397_16-Q","GB",269,,,,,,397,-117.082662,46.783303,769," |  | ",2014,"CookEast"
17,"Q","GPHY14_GB_A4_398_17-Q","GB",297,,,,,,398,-117.08227546,46.78335797,799," |  | ",2014,"CookEast"
18,"Q","CF14GPSWGrn_A6_399_18-Q","SW",1068,9.3,7.9,74.7,22.3,57.3,399,-117.081826,46.783142,," | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
19,"Q","CF14GPSWGrn_A6_400_19-Q","SW",804,8.1,6.8,71,20.2,53.8,400,-117.081408,46.783281,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
20,"Q","CF14GPWW_400_20-Q","WW",1036,9.2,9.5,70,24.1,47,401,-117.08099,46.783283,2136,"Starch outside limits |  | ",2014,"CookEast"
21,"Q","CF14GPWW_401_21-Q","WW",1044,11.9,8.6,69.6,31.6,50.6,402,-117.080572,46.783139,2729," |  | ",2014,"CookEast"
15,"R","GPHY14_GB_A2_419_15-R","GB",328,,,,,,419,-117.08321056,46.7834571,761," |  | ",2014,"CookEast"
16,"R","GPHY14_GB_A3_420_16-R","GB",413,,,,,,420,-117.08277087,46.78351532,," |  | ",2014,"CookEast"
17,"R","GPHY14_GB_A4_421_17-R","GB",385,,,,,,421,-117.08236678,46.78355231,741," |  | ",2014,"CookEast"
18,"R","CF14GPSWGrn_A5_422_18-R","SW",717,10.4,6.8,74.2,24.7,56.2,422,-117.081933,46.783428,,"MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ",2014,"CookEast"
19,"R","CF14GPSWGrn_A6_423_19-R","SW",1113,11.7,7.1,71.9,30,60.6,423,-117.08148355,46.78355263,,"MOISTURE OUTSIDE LIMITS |  | ",2014,"CookEast"
20,"R","CF14GPSWGrn_A6_424_20-R","SW",839,13.2,7.1,66,34.5,58.5,424,-117.081097,46.783569,," |  | ",2014,"CookEast"
21,"R","CF14GPWW_424_21-R","WW",1001,9.1,9.5,70,23.6,48.4,425,-117.080679,46.783425,1977,"Starch outside limits |  | ",2014,"CookEast"
