HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,ResidueMassDryPerArea,Comments
2011,WW,CF11GPWW_104_12-E,-117.08434522,46.77988297,104,576.5864332603938,,Residue note: NA
2011,WW,CF11GPWW_105_13-E,-117.083901,46.779818,105,362.691466083151,,Residue note: NA
2011,WW,CF11GPWW_106_14-E,-117.083483,46.779881,106,574.945295404814,,Residue note: NA
2011,WW,CF11GPWW_108_15-E,-117.083065,46.779802,107,277.89934354485774,,Residue note: NA
2011,WW,CF11GPWW_108_16-E,-117.082647,46.779871,108,366.52078774617064,,Residue note: NA
2011,WW,CF11GPWW_109_17-E,-117.08219348,46.77987977,109,631.8380743982494,,Residue note: NA
2011,SW,CF11GPSW_110_18-E,-117.08175331,46.77967045,110,357.7680525164114,,Residue note: NA
2011,SW,CF11GPSW_111_19-E,-117.081393,46.779849,111,316.19256017505467,,Residue note: NA
2011,GB,CF11GPGB_112_20-E,-117.080975,46.779851,112,204.04814004376368,,Residue note: NA
2011,SB,CF11GPSB_113_21-E,-117.08053909,46.77969063,113,412.47264770240696,,Residue note: NA
2011,SB,CF11GPSB_114_22-E,-117.080139,46.77997,114,309.0809628008753,852.9190371991247,""
2011,WW,CF11GPWW_115_23-E,-117.07970309,46.77992463,115,250.54704595185996,,Residue note: NA
2011,WW,CF11GPWW_116_24-E,-117.079303,46.779905,116,426.1487964989059,,Residue note: NA
2011,SW,CF11GPSW_117_25-E,-117.078885,46.779826,117,405.3610503282276,,Residue note: NA
2011,SW,CF11GPSW_118_26-E,-117.078467,46.779838,118,485.22975929978116,,Residue note: NA
2011,SW,CF11GPSW_119_27-E,-117.07801916,46.77982663,119,437.636761487965,,Residue note: NA
2011,SW,CF11GPSW_120_28-E,-117.077631,46.77978,120,364.87964989059077,,Residue note: NA
2011,SW,CF11GPSW_121_29-E,-117.077213,46.779944,121,146.0612691466083,582.9387308533917,""
2011,GB,CF11GPGB_122_4-F,-117.087699,46.779986,122,219.36542669584244,,Residue note: NA
2011,GB,CF11GPGB_123_5-F,-117.087281,46.780159,123,227.02407002188184,,Residue note: NA
2011,GB,CF11GPGB_124_6-F,-117.086863,46.780136,124,172.86652078774617,,Residue note: NA
2011,GB,CF11GPGB_125_7-F,-117.086445,46.780221,125,271.33479212253826,,Residue note: NA
2011,GB,CF11GPGB_126_8-F,-117.08601127,46.78018382,126,172.3194748358862,457.68052516411376,""
2011,SW,CF11GPSW_127_9-F,-117.08559328,46.78008882,127,410.83150984682715,,Residue note: NA
2011,SW,CF11GPSW_128_10-F,-117.085191,46.780214,128,407.5492341356674,,Residue note: NA
2011,SW,CF11GPSW_129_11-F,-117.084773,46.780062,129,377.4617067833698,,Residue note: NA
2011,WW,CF11GPWW_130_12-F,-117.084355,46.780151,130,522.4288840262582,,Residue note: NA
2011,WW,CF11GPWW_131_13-F,-117.083937,46.780104,131,624.17943107221,,Residue note: NA
2011,WW,CF11GPWW_132_14-F,-117.083519,46.780167,132,612.691466083151,,Residue note: NA
2011,WW,CF11GPWW_133_15-F,-117.083101,46.780088,133,316.19256017505467,,Residue note: NA
2011,WW,CF11GPWW_134_16-F,-117.082683,46.780157,134,661.925601750547,,Residue note: NA
2011,WW,CF11GPWW_135_17-F,-117.082265,46.780194,135,479.21225382932164,,Residue note: NA
2011,WW,CF11GPWW_136_18-F,-117.081847,46.779996,136,605.0328227571116,,Residue note: NA
2011,WW,CF11GPWW_137_19-F,-117.08145287,46.78014727,137,690.9190371991247,,Residue note: NA
2011,SW,CF11GPSW_138_20-F,-117.081011,46.780137,138,333.15098468271333,,Residue note: NA
2011,GB,CF11GPGB_139_21-F,-117.080593,46.779993,139,147.15536105032822,,Residue note: NA
2011,GB,CF11GPGB_140_22-F,-117.080175,46.780256,140,152.07877461706784,,Residue note: NA
2011,SB,CF11GPSB_141_23-F,-117.079757,46.780226999999996,141,253.28227571115974,,Residue note: NA
2011,WW,CF11GPWW_142_24-F,-117.079339,46.780191,142,426.1487964989059,,Residue note: NA
2011,SW,CF11GPSW_143_25-F,-117.0789031,46.78010382,143,289.38730853391684,,Residue note: NA
2011,SW,CF11GPSW_144_26-F,-117.078503,46.780124,144,373.6323851203501,,Residue note: NA
2011,SW,CF11GPSW_145_27-F,-117.078085,46.780129,145,347.3741794310722,,Residue note: NA
2011,SW,CF11GPSW_146_28-F,-117.077667,46.780066,146,246.1706783369803,862.8293216630198,""
2011,SW,CF11GPSW_147_29-F,-117.077249,46.78023,147,113.7855579868709,,Residue note: NA
2011,SW,CF11GPSW_148_30-F,-117.076831,46.780004,148,502.7352297592998,,Residue note: NA
2011,GB,CF11GPGB_149_6-G,-117.087103,46.780422,149,358.8621444201313,,Residue note: NA
2011,GB,CF11GPGB_150_7-G,-117.086685,46.780507,150,210.06564551422318,,Residue note: NA
2011,GB,CF11GPGB_151_8-G,-117.08622506,46.78045544,151,295.9518599562363,,Residue note: NA
2011,GB,CF11GPGB_152_9-G,-117.08583327,46.78037122,152,290.48140043763675,,Residue note: NA
2011,GB,CF11GPGB_153_10-G,-117.085431,46.7805,153,246.1706783369803,,Residue note: NA
2011,SW,CF11GPSW_154_11-G,-117.085013,46.780348,154,455.68927789934355,,Residue note: NA
2011,SW,CF11GPSW_155_12-G,-117.084595,46.780437,155,279.5404814004376,,Residue note: NA
2011,WW,CF11GPWW_156_13-G,-117.084177,46.78039,156,560.1750547045951,,Residue note: NA
2011,WW,CF11GPWW_157_14-G,-117.083759,46.780453,157,571.1159737417943,,Residue note: NA
2011,WW,CF11GPWW_158_15-G,-117.083341,46.780374,158,467.72428884026255,,Residue note: NA
2011,WW,CF11GPWW_159_16-G,-117.082923,46.780443,159,580.9628008752735,,Residue note: NA
2011,WW,CF11GPWW_160_17-G,-117.082505,46.78048,160,436.54266958424506,,Residue note: NA
2011,WW,CF11GPWW_161_18-G,-117.082087,46.780282,161,535.0109409190371,,Residue note: NA
2011,WW,CF11GPWW_162_19-G,-117.08164513,46.78040873,162,604.4857768052516,,Residue note: NA
2011,WW,CF11GPWW_163_20-G,-117.081251,46.780423,163,658.0962800875274,,Residue note: NA
2011,SW,CF11GPSW_164_21-G,-117.080833,46.780279,164,372.53829321663017,,Residue note: NA
2011,SW,CF11GPSW_165_22-G,-117.080415,46.780542,165,327.1334792122538,,Residue note: NA
2011,GB,CF11GPGB_166_23-G,-117.079997,46.780513,166,158.09628008752733,,Residue note: NA
2011,SB,CF11GPSB_167_24-G,-117.079579,46.780477,167,311.2691466083151,,Residue note: NA
2011,WW,CF11GPWW_168_25-G,-117.079161,46.780398,168,458.9715536105033,,Residue note: NA
2011,WW,CF11GPWW_169_26-G,-117.078743,46.78041,169,370.8971553610503,,Residue note: NA
2011,SW,CF11GPSW_170_27-G,-117.078325,46.780415,170,278.4463894967177,877.5536105032822,""
2011,SW,CF11GPSW_171_28-G,-117.077907,46.780352,171,310.1750547045952,,Residue note: NA
2011,SW,CF11GPSW_172_29-G,-117.077489,46.780516,172,293.7636761487965,,Residue note: NA
2011,SW,CF11GPSW_173_30-G,-117.077071,46.78029,173,299.781181619256,,Residue note: NA
2011,SW,CF11GPSW_174_31-G,-117.076653,46.780414,174,479.21225382932164,,Residue note: NA
2011,GB,CF11GPGB_175_6-H,-117.086879,46.780708,175,,,Residue note: NA | Grain note: Alfalfa
2011,GB,CF11GPGB_176_7-H,-117.08647678,46.78080097,176,263.6761487964989,,Residue note: NA
2011,GB,CF11GPGB_177_8-H,-117.086043,46.780763,177,176.69584245076587,,Residue note: NA
2011,GB,CF11GPGB_178_9-H,-117.085625,46.780668,178,318.3807439824945,,Residue note: NA
2011,GB,CF11GPGB_179_10-H,-117.085207,46.780786,179,323.85120350109406,,Residue note: NA
2011,SW,CF11GPSW_180_11-H,-117.084789,46.780634,180,320.02188183807436,,Residue note: NA
2011,SW,CF11GPSW_181_12-H,-117.084371,46.780723,181,447.4835886214442,,Residue note: NA
2011,WW,CF11GPWW_182_13-H,-117.08392119,46.78065692,182,500,,Residue note: NA
2011,WW,CF11GPWW_183_14-H,-117.083535,46.780739,183,649.343544857768,,Residue note: NA
2011,WW,CF11GPWW_184_15-H,-117.083117,46.78066,184,625.27352297593,,Residue note: NA
2011,WW,CF11GPWW_185_16-H,-117.082699,46.780729,185,878.5557986870897,,Residue note: NA
2011,WW,CF11GPWW_186_17-H,-117.082281,46.780766,186,756.0175054704595,,Residue note: NA
2011,WW,CF11GPWW_187_18-H,-117.081863,46.780568,187,244.52954048140043,793.4704595185996,""
2011,WW,CF11GPWW_188_19-H,-117.081445,46.780707,188,385.66739606126913,,Residue note: NA
2011,WW,CF11GPWW_189_20-H,-117.081027,46.780709,189,640.5908096280087,,Residue note: NA
2011,SW,CF11GPSW_190_21-H,-117.080609,46.780565,190,526.8052516411378,,Residue note: NA
2011,SW,CF11GPSW_191_22-H,-117.080191,46.780828,191,403.7199124726477,,Residue note: NA
2011,GB,CF11GPGB_192_23-H,-117.079773,46.780799,192,234.6827133479212,,Residue note: NA
2011,SB,CF11GPSB_193_24-H,-117.079355,46.780763,193,628.0087527352298,1645.9912472647702,""
2011,WW,CF11GPWW_194_25-H,-117.07891312,46.78066353,194,398.7964989059081,,Residue note: NA
2011,WW,CF11GPWW_195_26-H,-117.078519,46.780696,195,525.164113785558,,Residue note: NA
2011,SW,CF11GPSW_196_27-H,-117.078101,46.780701,196,415.7549234135667,,Residue note: NA
2011,SW,CF11GPSW_197_28-H,-117.077683,46.780638,197,332.0568927789934,,Residue note: NA
2011,SW,CF11GPSW_198_29-H,-117.077265,46.780802,198,351.75054704595186,,Residue note: NA
2011,SW,CF11GPSW_199_30-H,-117.076847,46.780576,199,430.52516411378554,,Residue note: NA
2011,GB,CF11GPGB_200_7-I,-117.0866262,46.7810531,200,,,Residue note: NA | Grain note: Alfalfa
2011,GB,CF11GPGB_201_8-I,-117.086242,46.781049,201,188.7308533916849,,Residue note: NA
2011,GB,CF11GPGB_202_9-I,-117.085824,46.780954,202,223.19474835886214,,Residue note: NA
2011,GB,CF11GPGB_203_10-I,-117.085406,46.781072,203,124.72647702407002,,Residue note: NA
2011,GB,CF11GPGB_204_11-I,-117.084988,46.78092,204,199.67177242888403,,Residue note: NA
2011,SW,CF11GPSW_205_12-I,-117.08457,46.781009,205,652.0787746170678,1834.9212253829323,""
2011,SW,CF11GPSW_206_13-I,-117.084152,46.780962,206,608.8621444201312,,Residue note: NA
2011,SW,CF11GPSW_207_14-I,-117.08375497,46.78103938,207,548.6870897155361,,Residue note: NA
2011,WW,CF11GPWW_208_15-I,-117.083316,46.780946,208,535.0109409190371,,Residue note: NA
2011,WW,CF11GPWW_209_16-I,-117.082898,46.781015,209,607.2210065645514,,Residue note: NA
2011,WW,CF11GPWW_210_17-I,-117.08248,46.781052,210,686.542669584245,,Residue note: NA
2011,WW,CF11GPWW_211_18-I,-117.082062,46.780854,211,785.5579868708971,,Residue note: NA
2011,WW,CF11GPWW_212_19-I,-117.081644,46.780993,212,851.7505470459519,,Residue note: NA
2011,WW,CF11GPWW_213_20-I,-117.081226,46.780995,213,250.54704595185996,,Residue note: NA
2011,WW,CF11GPWW_214_21-I,-117.080808,46.780851,214,603.9387308533917,,Residue note: NA
2011,WW,CF11GPWW_215_22-I,-117.08043771,46.78111806,215,658.6433260393873,,Residue note: NA
2011,SW,CF11GPSW_216_23-I,-117.079972,46.781085,216,445.8424507658643,1347.1575492341358,""
2011,GB,CF11GPGB_217_24-I,-117.079554,46.781049,217,257.6586433260394,,Residue note: NA
2011,SB,CF11GPSB_218_25-I,-117.079136,46.78097,218,689.2778993435448,,Residue note: NA
2011,SB,CF11GPSB_219_26-I,-117.078718,46.780982,219,425.05470459518597,,Residue note: NA
2011,WW,CF11GPWW_220_27-I,-117.0783,46.780987,220,569.4748358862145,,Residue note: NA
2011,SW,CF11GPSW_221_28-I,-117.077882,46.780924,221,405.90809628008753,,Residue note: NA
2011,SW,CF11GPSW_222_29-I,-117.077464,46.781088,222,352.8446389496718,,Residue note: NA
2011,SW,CF11GPSW_223_30-I,-117.077046,46.780862,223,437.089715536105,,Residue note: NA
2011,SW,CF11GPSW_224_31-I,-117.076628,46.780986,224,417.9431072210065,,Residue note: NA
2011,GB,CF11GPGB_225_7-J,-117.086295,46.781365,225,,,Residue note: NA | Grain note: Alfalfa
2011,GB,CF11GPGB_226_8-J,-117.08586126,46.78132062,226,269.14660831509843,,Residue note: NA
2011,GB,CF11GPGB_227_9-J,-117.08543278,46.78122203,227,138.94967177242887,,Residue note: NA
2011,GB,CF11GPGB_228_10-J,-117.085041,46.781358,228,85.33916849015317,,Residue note: NA
2011,GB,CF11GPGB_229_11-J,-117.084623,46.781206,229,225.92997811816193,,Residue note: NA
2011,SW,CF11GPSW_230_12-J,-117.084205,46.781295,230,374.17943107221004,,Residue note: NA
2011,SW,CF11GPSW_231_13-J,-117.083787,46.781248,231,291.57549234135666,957.4245076586433,""
2011,WW,CF11GPWW_232_14-J,-117.08328225,46.78127044,232,689.2778993435448,,Residue note: NA
2011,WW,CF11GPWW_233_15-J,-117.082951,46.781232,233,667.3960612691466,,Residue note: NA
2011,WW,CF11GPWW_234_16-J,-117.082533,46.781301,234,925.6017505470459,,Residue note: NA
2011,WW,CF11GPWW_235_17-J,-117.082115,46.781338,235,795.4048140043764,2382.5951859956235,""
2011,WW,CF11GPWW_236_18-J,-117.081697,46.78114,236,725.382932166302,,Residue note: NA
2011,WW,CF11GPWW_237_19-J,-117.08124367,46.78126348,237,714.9890590809628,,Residue note: NA
2011,WW,CF11GPWW_238_20-J,-117.080861,46.781281,238,640.0437636761487,,Residue note: NA
2011,WW,CF11GPWW_239_21-J,-117.08045495,46.78115338,239,525.164113785558,1590.8358862144419,""
2011,WW,CF11GPWW_240_22-J,-117.08011053,46.78144636,240,550.3282275711159,,Residue note: NA
2011,SW,CF11GPSW_241_23-J,-117.079607,46.781371,241,409.1903719912473,,Residue note: NA
2011,GB,CF11GPGB_242_24-J,-117.079189,46.781335,242,314.5514223194748,,Residue note: NA
2011,SB,CF11GPSB_243_25-J,-117.078771,46.781256,243,662.472647702407,,Residue note: NA
2011,SB,CF11GPSB_244_26-J,-117.07838882,46.78129255,244,515.8643326039387,1457.1356673960613,""
2011,WW,CF11GPWW_245_27-J,-117.077935,46.781273,245,602.8446389496718,,Residue note: NA
2011,SW,CF11GPSW_246_28-J,-117.077517,46.78121,246,413.0196936542669,,Residue note: NA
2011,SW,CF11GPSW_247_29-J,-117.077099,46.781374,247,398.24945295404814,,Residue note: NA
2011,SW,CF11GPSW_248_30-J,-117.07669891,46.78116437,248,590.8096280087527,,Residue note: NA
2011,GB,CF11GPGB_249_9-K,-117.085864,46.781526,249,381.2910284463895,,Residue note: NA
2011,GB,CF11GPGB_250_10-K,-117.085446,46.781644,250,243.43544857768052,,Residue note: NA
2011,GB,CF11GPGB_251_11-K,-117.085028,46.781492,251,118.16192560175054,,Residue note: NA
2011,GB,CF11GPGB_252_12-K,-117.08457853,46.78155584,252,157.00218818380745,,Residue note: NA
2011,GB,CF11GPGB_253_13-K,-117.084192,46.781534,253,145.51422319474835,,Residue note: NA
2011,SW,CF11GPSW_254_14-K,-117.083774,46.781597,254,584.7921225382931,,Residue note: NA
2011,SW,CF11GPSW_255_15-K,-117.083356,46.781518,255,446.93654266958424,,Residue note: NA
2011,WW,CF11GPWW_256_16-K,-117.082938,46.781587,256,354.48577680525165,,Residue note: NA
2011,WW,CF11GPWW_257_17-K,-117.08252,46.781624,257,689.2778993435448,,Residue note: NA
2011,WW,CF11GPWW_258_18-K,-117.082102,46.781426,258,759.2997811816192,,Residue note: NA
2011,WW,CF11GPWW_259_19-K,-117.081684,46.781565,259,711.1597374179431,,Residue note: NA
2011,WW,CF11GPWW_260_20-K,-117.081266,46.781567,260,,,Residue note: NA | Grain note: Combined
2011,WW,CF11GPWW_261_21-K,-117.080848,46.781423,261,679.4310722100656,,Residue note: NA
2011,WW,CF11GPWW_262_22-K,-117.08043,46.781686,262,576.5864332603938,,Residue note: NA
2011,WW,CF11GPWW_263_23-K,-117.080012,46.781657,263,575.4923413566739,,Residue note: NA
2011,SW,CF11GPSW_264_24-K,-117.079594,46.781621,264,413.5667396061269,,Residue note: NA
2011,GB,CF11GPGB_265_25-K,-117.0791581,46.78153382,265,278.4463894967177,,Residue note: NA
2011,GB,CF11GPGB_266_26-K,-117.078758,46.781554,266,164.66083150984682,,Residue note: NA
2011,SB,CF11GPSB_267_27-K,-117.07834,46.781559,267,650.9846827133479,,Residue note: NA
2011,WW,CF11GPWW_268_28-K,-117.077922,46.781496,268,616.5207877461706,,Residue note: NA
2011,WW,CF11GPWW_269_29-K,-117.077504,46.78166,269,376.36761487964986,,Residue note: NA
2011,SW,CF11GPSW_270_30-K,-117.077086,46.781434,270,396.0612691466083,,Residue note: NA
2011,SW,CF11GPSW_271_31-K,-117.076668,46.781558,271,375.8205689277899,,Residue note: NA
2011,GB,CF11GPGB_272_9-L,-117.08559,46.781812,272,435.44857768052515,,Residue note: NA
2011,GB,CF11GPGB_273_10-L,-117.085172,46.78193,273,154.81400437636762,,Residue note: NA
2011,GB,CF11GPGB_274_11-L,-117.084754,46.781778,274,252.18818380743983,,Residue note: NA
