Year,ID2,Crop,Grain Nitrogen %..19,GrainNitrogen,GrainNUbbie,GrainNUnger,GrainNUbbieRmOutlier,GrainNUngerRmOutlier,GrainNFinal
1999,55,SW,2.219,2.219,2.219,2.219,2.219,2.219,2.219
1999,56,SW,2.178,2.178,2.178,2.178,2.178,2.178,2.178
1999,57,SW,2.438,2.438,2.438,2.438,2.438,2.438,2.438
1999,58,SW,2.311,2.311,2.311,2.311,2.311,2.311,2.311
1999,59,SW,2.028,2.028,2.028,2.028,2.028,2.028,2.028
1999,60,SW,NA,0,NA,NA,NA,NA,NA
1999,61,SW,NA,0,NA,NA,NA,NA,NA
1999,62,SW,2.322,2.322,2.322,2.322,2.322,2.322,2.322
1999,63,SW,2.497,2.497,2.497,2.497,2.497,2.497,2.497
1999,64,SW,2.659,2.659,2.659,2.659,2.659,2.659,2.659
1999,65,SW,2.353,2.353,2.353,2.353,2.353,2.353,2.353
1999,66,SW,2.538,2.538,2.538,2.538,2.538,2.538,2.538
1999,67,SW,2.569,2.569,2.569,2.569,2.569,2.569,2.569
1999,68,SW,2.456,2.456,2.456,2.456,2.456,2.456,2.456
1999,69,SW,2.351,2.351,2.351,2.351,2.351,2.351,2.351
1999,70,SW,2.183,2.183,2.183,2.183,2.183,2.183,2.183
1999,71,SW,2.551,2.551,2.551,2.551,2.551,2.551,2.551
1999,72,SW,2.398,2.398,2.398,2.398,2.398,2.398,2.398
1999,73,SW,2.526,2.526,2.526,2.526,2.526,2.526,2.526
1999,74,SW,2.477,2.477,2.477,2.477,2.477,2.477,2.477
1999,75,SW,2.241,2.241,2.241,2.241,2.241,2.241,2.241
1999,76,SW,2.272,2.272,2.272,2.272,2.272,2.272,2.272
1999,77,SW,2.238,2.238,2.238,2.238,2.238,2.238,2.238
1999,78,SW,2.177,2.177,2.177,2.177,2.177,2.177,2.177
1999,79,SW,2.235,2.235,2.235,2.235,2.235,2.235,2.235
1999,80,SW,2.2,2.2,2.2,2.2,2.2,2.2,2.2
1999,81,SW,2.264,2.264,2.264,2.264,2.264,2.264,2.264
1999,82,SW,2.246,2.246,2.246,2.246,2.246,2.246,2.246
1999,83,SW,2.369,2.369,2.369,2.369,2.369,2.369,2.369
1999,84,SW,2.419,2.419,2.419,2.419,2.419,2.419,2.419
1999,85,SW,2.579,2.579,2.579,2.579,2.579,2.579,2.579
1999,86,SW,2.266,2.266,2.266,2.266,2.266,2.266,2.266
1999,87,SW,2.392,2.392,2.392,2.392,2.392,2.392,2.392
1999,88,SW,2.382,2.382,2.382,2.382,2.382,2.382,2.382
1999,89,SW,2.432,2.432,2.432,2.432,2.432,2.432,2.432
1999,90,SW,2.514,2.514,2.514,2.514,2.514,2.514,2.514
1999,91,SW,2.729,2.729,2.729,2.729,2.729,2.729,2.729
1999,92,SW,2.477,2.477,2.477,2.477,2.477,2.477,2.477
1999,93,SW,2.424,2.424,2.424,2.424,2.424,2.424,2.424
1999,94,SW,2.362,2.362,2.362,2.362,2.362,2.362,2.362
1999,95,SW,3.065,3.065,3.065,3.065,3.065,3.065,3.065
1999,96,SW,2.196,2.196,2.196,2.196,2.196,2.196,2.196
1999,97,SW,2.436,2.436,2.436,2.436,2.436,2.436,2.436
1999,98,SW,2.394,2.394,2.394,2.394,2.394,2.394,2.394
1999,99,SW,2.63,2.63,2.63,2.63,2.63,2.63,2.63
1999,100,SW,2.673,2.673,2.673,2.673,2.673,2.673,2.673
1999,101,SW,2.514,2.514,2.514,2.514,2.514,2.514,2.514
1999,102,SW,2.384,2.384,2.384,2.384,2.384,2.384,2.384
1999,103,SW,2.363,2.363,2.363,2.363,2.363,2.363,2.363
1999,104,SW,3.006,3.006,3.006,3.006,3.006,3.006,3.006
1999,105,SW,NA,0,NA,NA,NA,NA,NA
1999,106,SW,3.143,3.143,3.143,3.143,3.143,3.143,3.143
1999,107,SW,NA,0,NA,NA,NA,NA,NA
1999,108,SW,2.438,2.438,2.438,2.438,2.438,2.438,2.438
1999,109,SW,2.304,2.304,2.304,2.304,2.304,2.304,2.304
1999,110,SW,2.582,2.582,2.582,2.582,2.582,2.582,2.582
1999,111,SW,2.727,2.727,2.727,2.727,2.727,2.727,2.727
1999,112,SW,2.401,2.401,2.401,2.401,2.401,2.401,2.401
1999,113,SW,2.349,2.349,2.349,2.349,2.349,2.349,2.349
1999,114,SW,2.586,2.586,2.586,2.586,2.586,2.586,2.586
1999,115,SW,2.685,2.685,2.685,2.685,2.685,2.685,2.685
1999,116,SW,2.584,2.584,2.584,2.584,2.584,2.584,2.584
1999,117,SW,2.331,2.331,2.331,2.331,2.331,2.331,2.331
1999,118,SW,2.686,2.686,2.686,2.686,2.686,2.686,2.686
1999,119,SW,2.257,2.257,2.257,2.257,2.257,2.257,2.257
1999,120,SW,2.476,2.476,2.476,2.476,2.476,2.476,2.476
1999,121,SW,2.791,2.791,2.791,2.791,2.791,2.791,2.791
1999,122,SW,2.534,2.534,2.534,2.534,2.534,2.534,2.534
1999,123,SW,2.444,2.444,2.444,2.444,2.444,2.444,2.444
1999,124,SW,2.699,2.699,2.699,2.699,2.699,2.699,2.699
1999,125,SW,2.231,2.231,2.231,2.231,2.231,2.231,2.231
1999,126,SW,2.377,2.377,2.377,2.377,2.377,2.377,2.377
1999,127,SW,2.327,2.327,2.327,2.327,2.327,2.327,2.327
1999,128,SW,2.558,2.558,2.558,2.558,2.558,2.558,2.558
1999,129,SW,2.061,2.061,2.061,2.061,2.061,2.061,2.061
1999,130,SW,NA,0,NA,NA,NA,NA,NA
1999,131,SW,2.333,2.333,2.333,2.333,2.333,2.333,2.333
1999,132,SW,2.037,2.037,2.037,2.037,2.037,2.037,2.037
1999,133,SW,2.02,2.02,2.02,2.02,2.02,2.02,2.02
1999,134,SW,2.409,2.409,2.409,2.409,2.409,2.409,2.409
1999,135,SW,2.216,2.216,2.216,2.216,2.216,2.216,2.216
1999,136,SW,2.199,2.199,2.199,2.199,2.199,2.199,2.199
1999,137,SW,2.196,2.196,2.196,2.196,2.196,2.196,2.196
1999,138,SW,1.866,1.866,1.866,1.866,1.866,1.866,1.866
1999,139,SW,2.195,2.195,2.195,2.195,2.195,2.195,2.195
1999,140,SW,2.253,2.253,2.253,2.253,2.253,2.253,2.253
1999,141,SW,2.221,2.221,2.221,2.221,2.221,2.221,2.221
1999,142,SW,2.44,2.44,2.44,2.44,2.44,2.44,2.44
1999,143,SW,2.429,2.429,2.429,2.429,2.429,2.429,2.429
1999,144,SW,2.328,2.328,2.328,2.328,2.328,2.328,2.328
1999,145,SW,2.464,2.464,2.464,2.464,2.464,2.464,2.464
1999,146,SW,2.39,2.39,2.39,2.39,2.39,2.39,2.39
1999,147,SW,2.69,2.69,2.69,2.69,2.69,2.69,2.69
1999,148,SW,2.055,2.055,2.055,2.055,2.055,2.055,2.055
1999,149,SW,2.625,2.625,2.625,2.625,2.625,2.625,2.625
1999,150,SW,1.877,1.877,1.877,1.877,1.877,1.877,1.877
1999,151,SW,1.996,1.996,1.996,1.996,1.996,1.996,1.996
1999,152,SW,2.458,2.458,2.458,2.458,2.458,2.458,2.458
1999,153,SW,2.347,2.347,2.347,2.347,2.347,2.347,2.347
1999,154,SW,2.405,2.405,2.405,2.405,2.405,2.405,2.405
1999,155,SW,2.021,2.021,2.021,2.021,2.021,2.021,2.021
1999,156,SW,2.096,2.096,2.096,2.096,2.096,2.096,2.096
1999,157,SW,2.06,2.06,2.06,2.06,2.06,2.06,2.06
1999,158,SW,2.307,2.307,2.307,2.307,2.307,2.307,2.307
1999,159,SW,2.152,2.152,2.152,2.152,2.152,2.152,2.152
1999,160,SW,2.688,2.688,2.688,2.688,2.688,2.688,2.688
1999,161,SW,2.248,2.248,2.248,2.248,2.248,2.248,2.248
1999,162,SW,2.244,2.244,2.244,2.244,2.244,2.244,2.244
1999,163,SW,2.325,2.325,2.325,2.325,2.325,2.325,2.325
1999,164,SW,2.705,2.705,2.705,2.705,2.705,2.705,2.705
1999,165,SW,2.343,2.343,2.343,2.343,2.343,2.343,2.343
1999,166,SW,2.527,2.527,2.527,2.527,2.527,2.527,2.527
1999,167,SW,2.84,2.84,2.84,2.84,2.84,2.84,2.84
1999,168,SW,2.807,2.807,2.807,2.807,2.807,2.807,2.807
1999,169,SW,2.739,2.739,2.739,2.739,2.739,2.739,2.739
1999,170,SW,2.445,2.445,2.445,2.445,2.445,2.445,2.445
1999,171,SW,2.662,2.662,2.662,2.662,2.662,2.662,2.662
1999,172,SW,2.387,2.387,2.387,2.387,2.387,2.387,2.387
1999,173,SW,2.304,2.304,2.304,2.304,2.304,2.304,2.304
1999,174,SW,2.229,2.229,2.229,2.229,2.229,2.229,2.229
1999,175,SW,3.023,3.023,3.023,3.023,3.023,3.023,3.023
1999,176,SW,2.97,2.97,2.97,2.97,2.97,2.97,2.97
1999,177,SW,2.584,2.584,2.584,2.584,2.584,2.584,2.584
1999,178,SW,2.354,2.354,2.354,2.354,2.354,2.354,2.354
1999,179,SW,2.601,2.601,2.601,2.601,2.601,2.601,2.601
1999,180,SW,2.178,2.178,2.178,2.178,2.178,2.178,2.178
1999,181,SW,2.558,2.558,2.558,2.558,2.558,2.558,2.558
1999,182,SW,2.575,2.575,2.575,2.575,2.575,2.575,2.575
1999,183,SW,2.541,2.541,2.541,2.541,2.541,2.541,2.541
1999,184,SW,2.672,2.672,2.672,2.672,2.672,2.672,2.672
1999,185,SW,2.851,2.851,2.851,2.851,2.851,2.851,2.851
1999,186,SW,2.751,2.751,2.751,2.751,2.751,2.751,2.751
1999,187,SW,2.717,2.717,2.717,2.717,2.717,2.717,2.717
1999,188,SW,2.518,2.518,2.518,2.518,2.518,2.518,2.518
1999,189,SW,2.626,2.626,2.626,2.626,2.626,2.626,2.626
1999,190,SW,2.504,2.504,2.504,2.504,2.504,2.504,2.504
1999,191,SW,2.478,2.478,2.478,2.478,2.478,2.478,2.478
1999,192,SW,2.564,2.564,2.564,2.564,2.564,2.564,2.564
1999,193,SW,2.743,2.743,2.743,2.743,2.743,2.743,2.743
1999,194,SW,2.399,2.399,2.399,2.399,2.399,2.399,2.399
1999,195,SW,2.595,2.595,2.595,2.595,2.595,2.595,2.595
1999,196,SW,2.378,2.378,2.378,2.378,2.378,2.378,2.378
1999,197,SW,2.624,2.624,2.624,2.624,2.624,2.624,2.624
1999,198,SW,2.403,2.403,2.403,2.403,2.403,2.403,2.403
1999,199,SW,2.409,2.409,2.409,2.409,2.409,2.409,2.409
1999,200,SW,2.563,2.563,2.563,2.563,2.563,2.563,2.563
1999,201,SW,2.908,2.908,2.908,2.908,2.908,2.908,2.908
1999,202,SW,3.004,3.004,3.004,3.004,3.004,3.004,3.004
1999,203,SW,2.704,2.704,2.704,2.704,2.704,2.704,2.704
1999,204,SW,3.284,3.284,3.284,3.284,3.284,3.284,3.284
1999,205,SW,2.27,2.27,2.27,2.27,2.27,2.27,2.27
1999,206,SW,2.376,2.376,2.376,2.376,2.376,2.376,2.376
1999,207,SW,2.769,2.769,2.769,2.769,2.769,2.769,2.769
1999,208,SW,2.754,2.754,2.754,2.754,2.754,2.754,2.754
1999,209,SW,2.976,2.976,2.976,2.976,2.976,2.976,2.976
1999,210,SW,2.692,2.692,2.692,2.692,2.692,2.692,2.692
1999,211,SW,2.368,2.368,2.368,2.368,2.368,2.368,2.368
1999,212,SW,2.482,2.482,2.482,2.482,2.482,2.482,2.482
1999,213,SW,NA,0,NA,NA,NA,NA,NA
1999,214,SW,2.129,2.129,2.129,2.129,2.129,2.129,2.129
1999,215,SW,2.312,2.312,2.312,2.312,2.312,2.312,2.312
1999,216,SW,2.856,2.856,2.856,2.856,2.856,2.856,2.856
1999,217,SW,2.596,2.596,2.596,2.596,2.596,2.596,2.596
1999,218,SW,2.674,2.674,2.674,2.674,2.674,2.674,2.674
1999,219,SW,2.364,2.364,2.364,2.364,2.364,2.364,2.364
1999,220,SW,2.447,2.447,2.447,2.447,2.447,2.447,2.447
1999,221,SW,2.273,2.273,2.273,2.273,2.273,2.273,2.273
1999,222,SW,2.42,2.42,2.42,2.42,2.42,2.42,2.42
1999,223,SW,2.445,2.445,2.445,2.445,2.445,2.445,2.445
1999,224,SW,2.431,2.431,2.431,2.431,2.431,2.431,2.431
1999,225,SW,2.492,2.492,2.492,2.492,2.492,2.492,2.492
1999,226,SW,2.617,2.617,2.617,2.617,2.617,2.617,2.617
1999,227,SW,2.737,2.737,2.737,2.737,2.737,2.737,2.737
1999,228,SW,2.604,2.604,2.604,2.604,2.604,2.604,2.604
1999,229,SW,2.725,2.725,2.725,2.725,2.725,2.725,2.725
1999,230,SW,2.637,2.637,2.637,2.637,2.637,2.637,2.637
1999,231,SW,2.706,2.706,2.706,2.706,2.706,2.706,2.706
1999,232,SW,2.709,2.709,2.709,2.709,2.709,2.709,2.709
1999,233,SW,2.426,2.426,2.426,2.426,2.426,2.426,2.426
1999,234,SW,2.868,2.868,2.868,2.868,2.868,2.868,2.868
1999,235,SW,2.486,2.486,2.486,2.486,2.486,2.486,2.486
1999,236,SW,2.926,2.926,2.926,2.926,2.926,2.926,2.926
1999,237,SW,2.651,2.651,2.651,2.651,2.651,2.651,2.651
1999,238,SW,2.645,2.645,2.645,2.645,2.645,2.645,2.645
1999,239,SW,2.667,2.667,2.667,2.667,2.667,2.667,2.667
1999,240,SW,2.695,2.695,2.695,2.695,2.695,2.695,2.695
1999,241,SW,3.14,3.14,3.14,3.14,3.14,3.14,3.14
1999,242,SW,3.003,3.003,3.003,3.003,3.003,3.003,3.003
1999,243,SW,2.652,2.652,2.652,2.652,2.652,2.652,2.652
1999,244,SW,2.583,2.583,2.583,2.583,2.583,2.583,2.583
1999,245,SW,2.386,2.386,2.386,2.386,2.386,2.386,2.386
1999,246,SW,2.698,2.698,2.698,2.698,2.698,2.698,2.698
1999,247,SW,2.736,2.736,2.736,2.736,2.736,2.736,2.736
1999,248,SW,2.329,2.329,2.329,2.329,2.329,2.329,2.329
1999,249,SW,2.362,2.362,2.362,2.362,2.362,2.362,2.362
1999,250,SW,2.695,2.695,2.695,2.695,2.695,2.695,2.695
1999,251,SW,2.396,2.396,2.396,2.396,2.396,2.396,2.396
1999,252,SW,2.91,2.91,2.91,2.91,2.91,2.91,2.91
1999,253,SW,2.921,2.652,2.921,2.652,2.921,2.652,2.7865
1999,254,SW,2.652,2.536,2.652,2.536,2.652,2.536,2.5940000000000003
1999,255,SW,2.536,2.512,2.536,2.512,2.536,2.512,2.524
1999,256,SW,2.512,2.921,2.512,2.921,2.512,2.921,2.7165
1999,257,SW,3.025,3.025,3.025,3.025,3.025,3.025,3.025
1999,258,SW,2.872,2.872,2.872,2.872,2.872,2.872,2.872
1999,259,SW,2.693,2.693,2.693,2.693,2.693,2.693,2.693
1999,260,SW,2.482,2.482,2.482,2.482,2.482,2.482,2.482
1999,261,SW,2.401,2.401,2.401,2.401,2.401,2.401,2.401
1999,262,SW,2.469,2.469,2.469,2.469,2.469,2.469,2.469
1999,263,SW,2.531,2.531,2.531,2.531,2.531,2.531,2.531
1999,264,SW,2.644,2.644,2.644,2.644,2.644,2.644,2.644
1999,265,SW,2.185,2.185,2.185,2.185,2.185,2.185,2.185
1999,266,SW,2.724,2.724,2.724,2.724,2.724,2.724,2.724
1999,267,SW,2.947,2.947,2.947,2.947,2.947,2.947,2.947
1999,268,SW,2.578,2.578,2.578,2.578,2.578,2.578,2.578
1999,269,SW,NA,0,NA,NA,NA,NA,NA
1999,270,SW,2.607,2.607,2.607,2.607,2.607,2.607,2.607
1999,271,SW,2.405,2.405,2.405,2.405,2.405,2.405,2.405
1999,272,SW,2.393,2.393,2.393,2.393,2.393,2.393,2.393
1999,273,SW,2.466,2.466,2.466,2.466,2.466,2.466,2.466
1999,274,SW,2.812,2.812,2.812,2.812,2.812,2.812,2.812
1999,275,SW,2.718,2.718,2.718,2.718,2.718,2.718,2.718
1999,276,SW,2.702,2.702,2.702,2.702,2.702,2.702,2.702
1999,277,SW,2.212,2.212,2.212,2.212,2.212,2.212,2.212
1999,278,SW,2.567,2.567,2.567,2.567,2.567,2.567,2.567
1999,279,SW,2.492,2.492,2.492,2.492,2.492,2.492,2.492
1999,280,SW,2.43,2.43,2.43,2.43,2.43,2.43,2.43
1999,281,SW,2.489,2.489,2.489,2.489,2.489,2.489,2.489
1999,282,SW,2.574,2.574,2.574,2.574,2.574,2.574,2.574
1999,283,SW,2.32,2.32,2.32,2.32,2.32,2.32,2.32
1999,284,SW,2.541,2.541,2.541,2.541,2.541,2.541,2.541
1999,285,SW,2.519,2.519,2.519,2.519,2.519,2.519,2.519
1999,286,SW,2.317,2.317,2.317,2.317,2.317,2.317,2.317
1999,287,SW,2.483,2.483,2.483,2.483,2.483,2.483,2.483
1999,288,SW,2.366,2.366,2.366,2.366,2.366,2.366,2.366
1999,289,SW,2.376,2.376,2.376,2.376,2.376,2.376,2.376
1999,290,SW,2.343,2.343,2.343,2.343,2.343,2.343,2.343
1999,291,SW,2.504,2.504,2.504,2.504,2.504,2.504,2.504
1999,292,SW,2.84,2.84,2.84,2.84,2.84,2.84,2.84
1999,293,SW,2.324,2.324,2.324,2.324,2.324,2.324,2.324
1999,297,SW,3.396,3.396,3.396,3.396,3.396,3.396,3.396
1999,298,SW,NA,0,NA,NA,NA,NA,NA
1999,299,SW,2.463,2.463,2.463,2.463,2.463,2.463,2.463
1999,300,SW,2.615,2.615,2.615,2.615,2.615,2.615,2.615
1999,301,SW,2.543,2.543,2.543,2.543,2.543,2.543,2.543
1999,302,SW,2.729,2.729,2.729,2.729,2.729,2.729,2.729
1999,303,SW,2.573,2.573,2.573,2.573,2.573,2.573,2.573
1999,304,SW,1.99,1.99,1.99,1.99,1.99,1.99,1.99
1999,305,SW,2.396,2.396,2.396,2.396,2.396,2.396,2.396
1999,306,SW,2.445,2.445,2.445,2.445,2.445,2.445,2.445
1999,307,SW,2.381,2.381,2.381,2.381,2.381,2.381,2.381
1999,308,SW,2.515,2.515,2.515,2.515,2.515,2.515,2.515
1999,309,SW,2.489,2.489,2.489,2.489,2.489,2.489,2.489
1999,310,SW,2.435,2.435,2.435,2.435,2.435,2.435,2.435
1999,311,SW,2.396,2.396,2.396,2.396,2.396,2.396,2.396
1999,312,SW,2.699,2.699,2.699,2.699,2.699,2.699,2.699
1999,313,SW,2.494,2.494,2.494,2.494,2.494,2.494,2.494
1999,314,SW,2.373,2.373,2.373,2.373,2.373,2.373,2.373
1999,315,SW,NA,0,NA,NA,NA,NA,NA
1999,316,SW,NA,0,NA,NA,NA,NA,NA
1999,323,SW,2.683,2.683,2.683,2.683,2.683,2.683,2.683
1999,324,SW,2.192,2.192,2.192,2.192,2.192,2.192,2.192
1999,325,SW,2.542,2.542,2.542,2.542,2.542,2.542,2.542
1999,326,SW,2.229,2.229,2.229,2.229,2.229,2.229,2.229
1999,327,SW,2.62,2.62,2.62,2.62,2.62,2.62,2.62
1999,328,SW,2.116,2.116,2.116,2.116,2.116,2.116,2.116
1999,329,SW,2.22,2.22,2.22,2.22,2.22,2.22,2.22
1999,330,SW,2.307,2.307,2.307,2.307,2.307,2.307,2.307
1999,331,SW,2.21,2.21,2.21,2.21,2.21,2.21,2.21
1999,332,SW,2.071,2.071,2.071,2.071,2.071,2.071,2.071
1999,333,SW,2.289,2.289,2.289,2.289,2.289,2.289,2.289
1999,334,SW,2.185,2.185,2.185,2.185,2.185,2.185,2.185
1999,335,SW,2.345,2.345,2.345,2.345,2.345,2.345,2.345
1999,336,SW,2.343,2.343,2.343,2.343,2.343,2.343,2.343
1999,337,SW,2.437,2.437,2.437,2.437,2.437,2.437,2.437
1999,338,SW,2.077,2.077,2.077,2.077,2.077,2.077,2.077
1999,348,SW,2.536,2.536,2.536,2.536,2.536,2.536,2.536
1999,349,SW,NA,0,NA,NA,NA,NA,NA
1999,350,SW,2.442,2.442,2.442,2.442,2.442,2.442,2.442
1999,351,SW,2.231,2.231,2.231,2.231,2.231,2.231,2.231
1999,352,SW,2.267,2.267,2.267,2.267,2.267,2.267,2.267
1999,353,SW,2.306,2.306,2.306,2.306,2.306,2.306,2.306
1999,354,SW,2.305,2.305,2.305,2.305,2.305,2.305,2.305
1999,355,SW,2.307,2.307,2.307,2.307,2.307,2.307,2.307
1999,356,SW,2.313,2.313,2.313,2.313,2.313,2.313,2.313
1999,357,SW,2.151,2.151,2.151,2.151,2.151,2.151,2.151
1999,358,SW,2.319,2.319,2.319,2.319,2.319,2.319,2.319
1999,359,SW,2.386,2.386,2.386,2.386,2.386,2.386,2.386
1999,360,SW,2.225,2.225,2.225,2.225,2.225,2.225,2.225
1999,371,SW,2.499,2.499,2.499,2.499,2.499,2.499,2.499
1999,372,SW,2.045,2.045,2.045,2.045,2.045,2.045,2.045
1999,373,SW,2.527,2.527,2.527,2.527,2.527,2.527,2.527
1999,374,SW,2.405,2.405,2.405,2.405,2.405,2.405,2.405
1999,375,SW,2.627,2.627,2.627,2.627,2.627,2.627,2.627
1999,376,SW,2.378,2.378,2.378,2.378,2.378,2.378,2.378
1999,377,SW,2.384,2.384,2.384,2.384,2.384,2.384,2.384
1999,378,SW,2.323,2.323,2.323,2.323,2.323,2.323,2.323
1999,379,SW,2.27,2.27,2.27,2.27,2.27,2.27,2.27
1999,380,SW,2.415,2.415,2.415,2.415,2.415,2.415,2.415
1999,381,SW,2.272,2.272,2.272,2.272,2.272,2.272,2.272
1999,394,SW,NA,0,NA,NA,NA,NA,NA
1999,395,SW,2.203,2.203,2.203,2.203,2.203,2.203,2.203
1999,396,SW,2.286,2.286,2.286,2.286,2.286,2.286,2.286
1999,397,SW,2.318,2.318,2.318,2.318,2.318,2.318,2.318
1999,398,SW,2.206,2.206,2.206,2.206,2.206,2.206,2.206
1999,399,SW,2.302,2.302,2.302,2.302,2.302,2.302,2.302
1999,400,SW,2.302,2.302,2.302,2.302,2.302,2.302,2.302
1999,401,SW,2.127,2.127,2.127,2.127,2.127,2.127,2.127
1999,402,SW,2.364,2.364,2.364,2.364,2.364,2.364,2.364
1999,419,SW,2.485,2.485,2.485,2.485,2.485,2.485,2.485
1999,420,SW,2.36,2.36,2.36,2.36,2.36,2.36,2.36
1999,421,SW,2.66,2.66,2.66,2.66,2.66,2.66,2.66
1999,422,SW,2.286,2.286,2.286,2.286,2.286,2.286,2.286
1999,423,SW,NA,0,NA,NA,NA,NA,NA
1999,424,SW,NA,0,NA,NA,NA,NA,NA
1999,425,SW,NA,0,NA,NA,NA,NA,NA
2000,1,SB,1.591,1.591,1.591,1.591,1.591,1.591,1.591
2000,2,SB,1.591,1.591,1.591,1.591,1.591,1.591,1.591
2000,3,SB,1.664,1.664,1.664,1.664,1.664,1.664,1.664
2000,4,SB,1.655,1.655,1.655,1.655,1.655,1.655,1.655
2000,5,SB,1.825,1.825,1.825,1.825,1.825,1.825,1.825
2000,6,SB,1.857,1.857,1.857,1.857,1.857,1.857,1.857
2000,7,SB,1.829,1.829,1.829,1.829,1.829,1.829,1.829
2000,8,SB,1.702,1.702,1.702,1.702,1.702,1.702,1.702
2000,9,SB,1.604,1.604,1.604,1.604,1.604,1.604,1.604
2000,10,SB,1.658,1.658,1.658,1.658,1.658,1.658,1.658
2000,11,SB,1.831,1.831,1.831,1.831,1.831,1.831,1.831
2000,12,SB,1.614,1.614,1.614,1.614,1.614,1.614,1.614
2000,13,SB,1.806,1.806,1.806,1.806,1.806,1.806,1.806
2000,14,SB,1.12,1.12,1.12,1.12,1.12,1.12,1.12
2000,15,SB,1.23,1.23,1.23,1.23,1.23,1.23,1.23
2000,16,SB,1.544,1.544,1.544,1.544,1.544,1.544,1.544
2000,17,SB,1.363,1.363,1.363,1.363,1.363,1.363,1.363
2000,18,SB,1.912,1.912,1.912,1.912,1.912,1.912,1.912
2000,19,SB,1.535,1.535,1.535,1.535,1.535,1.535,1.535
